Player                   ,Pos ,Team ,week1Targets ,week2Targets ,week3Targts ,week4Targets ,week5Targets ,week6Targets ,week7Targets ,week8Targets ,week9Targets ,week10Targets ,week11Targets ,week12Targets ,week13Targets ,week14Targets ,week15Targets ,week16Targets ,week17Targets ,week18Targets ,TTL   ,AVG  ,player_gsis_id ,season_x ,season_type ,week_x                                                                   ,player_display_name      ,player_position ,team_abbr ,avg_cushion        ,avg_separation     ,avg_intended_air_yards ,percent_share_of_intended_air_yards ,receptions ,targets ,catch_percentage    ,yards  ,rec_touchdowns ,avg_yac             ,avg_expected_yac    ,avg_yac_above_expectation ,player_first_name      ,player_last_name ,player_jersey_number ,player_short_name  ,parsed_weeks                                             ,season_y ,club_code ,week_y ,game_type ,depth_team ,last_name ,first_name ,football_name ,formation ,gsis_id ,jersey_number ,position ,elias_id ,depth_position ,full_name ,catch_rate          ,player_gsis_id_qb ,season ,season_type_qb ,player_display_name_qb ,player_position_qb ,team_abbr_qb ,avg_time_to_throw ,avg_completed_air_yards ,avg_intended_air_yards_qb ,avg_air_yards_differential ,aggressiveness ,max_completed_air_distance ,avg_air_yards_to_sticks ,attempts ,pass_yards ,pass_touchdowns ,interceptions ,passer_rating ,completions ,completion_percentage ,expected_completion_percentage ,completion_percentage_above_expectation ,avg_air_distance ,max_air_distance ,player_first_name_qb ,player_last_name_qb ,player_jersey_number_qb ,player_short_name_qb ,week ,parsed_weeks_qb
Kylen Granson            ,TE  ,IND  ,         6.0 ,         4.0 ,        4.0 ,         5.0 ,         3.0 ,         4.0 ,         0.0 ,         0.0 ,         2.0 ,          2.0 ,          0.0 ,          1.0 ,          3.0 ,          4.0 ,          1.0 ,          7.0 ,          3.0 ,          1.0 , 50.0 , 3.3 ,00-0036876     ,    2023 ,REG         ,"0, 1, 4, 16"                                                            ,Kylen Granson            ,TE              ,IND       ,6.487567765567766  ,3.659871216908147  ,    8.151466666666666  ,                15.158418980737771  ,        41 ,     68 , 59.52380952380952  , 493.0 ,             1 , 4.626916666666666  , 4.970426720566838  ,-0.3435100539001718       ,Kylen                  ,Granson          ,                  83 ,K.Granson          ,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 60.29411764705882  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Tanner Hudson            ,TE  ,CIN  ,         0.0 ,         0.0 ,        4.0 ,         2.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         5.0 ,          7.0 ,          4.0 ,          5.0 ,          4.0 ,          3.0 ,          5.0 ,          2.0 ,          7.0 ,          2.0 , 50.0 , 4.2 ,00-0034613     ,    2023 ,REG         ,"0, 9, 10, 12, 15, 17"                                                   ,Tanner Hudson            ,TE              ,CIN       ,6.23553947368421   ,3.124440355999545  ,    5.200342857142856  ,                11.18997990955186   ,        61 ,     79 , 77.76190476190476  , 535.0 ,             1 , 3.839145299145299  , 3.6744900441015624 ,0.1646552550437369        ,Tanner                 ,Hudson           ,                  87 ,T.Hudson           ,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 77.21518987341773  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Allen Lazard             ,WR  ,NYJ  ,         4.0 ,         4.0 ,        5.0 ,         3.0 ,         4.0 ,         3.0 ,         0.0 ,         6.0 ,         6.0 ,          5.0 ,          1.0 ,          0.0 ,          1.0 ,          0.0 ,          6.0 ,          1.0 ,          0.0 ,          0.0 , 49.0 , 3.5 ,00-0034521     ,    2023 ,REG         ,"0, 3, 8, 9, 10, 15"                                                     ,Allen Lazard             ,WR              ,NYJ       ,6.305948979591837  ,1.9097248887335407 ,   11.096715419501132  ,                20.92984276058803   ,        35 ,     77 , 43.378684807256235 , 451.0 ,             1 , 2.4518357487922717 , 3.6220405860921336 ,-1.170204837299862        ,Allen                  ,Lazard           ,                  10 ,A.Lazard           ,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 45.45454545454545  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Pat Freiermuth           ,TE  ,PIT  ,         4.0 ,         1.0 ,        4.0 ,         4.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,          1.0 ,         11.0 ,          5.0 ,          7.0 ,          4.0 ,          0.0 ,          4.0 ,          2.0 , 47.0 , 3.9 ,00-0036894     ,    2023 ,REG         ,"0, 12, 13, 14, 19"                                                      ,Pat Freiermuth           ,TE              ,PIT       ,7.001147619047619  ,3.010773181044126  ,    8.015265487703784  ,                21.62282183386955   ,        52 ,     78 , 63.052086211660686 , 551.0 ,             2 , 4.604647222222222  , 3.785555435735597  ,0.8190917864866243        ,Pat                    ,Freiermuth       ,                  88 ,P.Freiermuth       ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 66.66666666666666  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
JuJu Smith-Schuster      ,WR  ,NE   ,         7.0 ,         6.0 ,        3.0 ,         5.0 ,         4.0 ,         0.0 ,         0.0 ,         1.0 ,         7.0 ,          1.0 ,          0.0 ,          4.0 ,          3.0 ,          6.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 , 47.0 , 4.3 ,00-0033857     ,    2023 ,REG         ,"0, 1, 2, 4, 9, 14"                                                      ,JuJu Smith-Schuster      ,WR              ,NE        ,7.145322751322751  ,2.4164876002973705 ,    7.047319993245526  ,                16.19821257513683   ,        49 ,     78 , 62.42654508611955  , 476.0 ,             1 , 3.7572940613026815 , 4.404274938647467  ,-0.6469808773447857       ,John                   ,Smith-Schuster   ,                   7 ,J.Smith-Schuster   ,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 62.82051282051282  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Luke Musgrave            ,TE  ,GB   ,         4.0 ,         3.0 ,        8.0 ,         1.0 ,         7.0 ,         0.0 ,         5.0 ,         3.0 ,         4.0 ,          4.0 ,          6.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          1.0 , 46.0 , 4.2 ,00-0039144     ,    2023 ,REG         ,"0, 3, 5, 7, 11"                                                         ,Luke Musgrave            ,TE              ,GB        ,5.655357142857143  ,4.20790731130019   ,    5.160213664596274  ,                 8.632486885199459  ,        54 ,     72 , 76.25879917184264  , 493.0 ,             1 , 4.659911764705883  , 4.846173704690216  ,-0.186261939984333        ,Luke                   ,Musgrave         ,                  88 ,L.Musgrave         ,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 75.0               ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Nelson Agholor           ,WR  ,BAL  ,         0.0 ,         6.0 ,        4.0 ,         2.0 ,         5.0 ,         3.0 ,         1.0 ,         1.0 ,         1.0 ,          2.0 ,          1.0 ,          2.0 ,          0.0 ,          5.0 ,          1.0 ,          4.0 ,          2.0 ,          5.0 , 45.0 , 2.6 ,00-0031549     ,    2023 ,REG         ,"0, 2, 5, 14, 18"                                                        ,Nelson Agholor           ,WR              ,BAL       ,6.474603100775194  ,3.3546116764765292 ,    9.963666666666668  ,                16.670480725626206  ,        54 ,     66 , 88.22222222222223  , 579.0 ,             5 , 2.7932999999999995 , 3.6458168967186824 ,-0.8525168967186826       ,Nelson                 ,Agholor          ,                  15 ,N.Agholor          ,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 81.81818181818183  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Khalil Shakir            ,WR  ,BUF  ,         0.0 ,         1.0 ,        1.0 ,         1.0 ,         1.0 ,         1.0 ,         4.0 ,         6.0 ,         4.0 ,          2.0 ,          4.0 ,          5.0 ,          0.0 ,          1.0 ,          1.0 ,          3.0 ,          4.0 ,          6.0 , 45.0 , 2.6 ,00-0037261     ,    2023 ,REG         ,"0, 8, 12, 18, 20"                                                       ,Khalil Shakir            ,WR              ,BUF       ,6.056616666666667  ,3.7986378576499233 ,    7.3294444444444435 ,                15.119988270277094  ,        61 ,     71 , 84.88888888888889  , 899.0 ,             3 , 6.708172161172162  , 4.834583671971896  ,1.873588489200266         ,Khalil                 ,Shakir           ,                  10 ,K.Shakir           ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 85.91549295774648  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Nick Westbrook-Ikhine    ,WR  ,TEN  ,         7.0 ,         3.0 ,        0.0 ,         6.0 ,         3.0 ,         4.0 ,         0.0 ,         2.0 ,         1.0 ,          4.0 ,          1.0 ,          5.0 ,          3.0 ,          4.0 ,          2.0 ,          0.0 ,          0.0 ,          0.0 , 45.0 , 3.2 ,00-0036182     ,    2023 ,REG         ,"0, 1, 4, 12"                                                            ,Nick Westbrook-Ikhine    ,WR              ,TEN       ,7.44075            ,3.224518454977342  ,    8.751337301587302  ,                15.571978661229824  ,        41 ,     63 , 70.67460317460318  , 520.0 ,             4 , 5.442214285714286  , 5.306568435456446  ,0.1356458502578387        ,Nicholas               ,Westbrook-Ikhine ,                  15 ,N.Westbrook-Ikhine ,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 65.07936507936508  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Mike Gesicki             ,TE  ,NE   ,         3.0 ,         6.0 ,        1.0 ,         3.0 ,         4.0 ,         3.0 ,         2.0 ,         3.0 ,         2.0 ,          3.0 ,          0.0 ,          2.0 ,          0.0 ,          0.0 ,          2.0 ,          2.0 ,          6.0 ,          3.0 , 45.0 , 2.6 ,00-0034829     ,    2023 ,REG         ,"0, 2, 17"                                                               ,Mike Gesicki             ,TE              ,NE        ,6.305603174603175  ,3.1116532840462168 ,    8.57025925925926   ,                14.961624871456934  ,        38 ,     57 , 71.48148148148148  , 312.0 ,             2 , 2.920505747126437  , 3.3528818424251363 ,-0.4323760952986997       ,Michael                ,Gesicki          ,                  88 ,M.Gesicki          ,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 66.66666666666666  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Cedric Tillman           ,WR  ,CLE  ,         0.0 ,         0.0 ,        0.0 ,         3.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         1.0 ,          3.0 ,          2.0 ,          5.0 ,          6.0 ,          4.0 ,          8.0 ,          2.0 ,          4.0 ,          6.0 , 44.0 , 3.1 ,00-0038979     ,    2023 ,REG         ,"12, 13, 15, 18"                                                         ,Cedric Tillman           ,WR              ,CLE       ,5.1747708333333335 ,2.5553589199397577 ,   13.10675            ,                23.21273641460219   ,        13 ,     25 , 53.33333333333333  , 170.0 ,             0 , 3.710625           , 2.906862092725099  ,0.8037629072749013        ,Cedric                 ,Tillman          ,                  19 ,C.Tillman          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 52.0               ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Kalif Raymond            ,WR  ,DET  ,         1.0 ,         3.0 ,        6.0 ,         1.0 ,         3.0 ,         3.0 ,         2.0 ,         4.0 ,         0.0 ,          4.0 ,          2.0 ,          5.0 ,          0.0 ,          4.0 ,          1.0 ,          2.0 ,          1.0 ,          2.0 , 44.0 , 2.6 ,00-0032464     ,    2023 ,REG         ,"3, 12"                                                                  ,Kalif Raymond            ,WR              ,DET       ,4.0025             ,3.4372084628704056 ,   12.529333333333334  ,                24.163417612025892  ,         9 ,     11 , 83.33333333333333  , 145.0 ,             0 , 5.1702499999999985 , 5.454300846162907  ,-0.2840508461629082       ,Kalif                  ,Raymond          ,                  11 ,K.Raymond          ,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 81.81818181818183  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Brandon Powell           ,WR  ,MIN  ,         0.0 ,         0.0 ,        1.0 ,         0.0 ,         6.0 ,         4.0 ,         5.0 ,         3.0 ,         3.0 ,          5.0 ,          4.0 ,          3.0 ,          0.0 ,          1.0 ,          0.0 ,          4.0 ,          2.0 ,          3.0 , 44.0 , 2.6 ,00-0034646     ,    2023 ,REG         ,"5, 7, 10"                                                               ,Brandon Powell           ,WR              ,MIN       ,6.275166666666666  ,2.173970439875133  ,    9.278444444444444  ,                17.267430602279397  ,        12 ,     16 , 75.55555555555556  , 142.0 ,             0 , 3.8191666666666673 , 3.947983510661478  ,-0.1288168439948105       ,Brandon                ,Powell           ,                   4 ,B.Powell           ,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 75.0               ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Noah Fant                ,TE  ,SEA  ,         0.0 ,         4.0 ,        5.0 ,         2.0 ,         0.0 ,         1.0 ,         1.0 ,         3.0 ,         1.0 ,          3.0 ,          2.0 ,          2.0 ,          4.0 ,          4.0 ,          5.0 ,          0.0 ,          6.0 ,          0.0 , 43.0 , 2.5 ,00-0035644     ,    2023 ,REG         ,"3, 15, 17"                                                              ,Noah Fant                ,TE              ,SEA       ,6.408888888888889  ,4.084504505996132  ,    6.477333333333334  ,                13.591074597651115  ,        12 ,     16 , 74.44444444444444  , 116.0 ,             0 , 2.9405555555555556 , 3.0423656069344216 ,-0.101810051378866        ,Noah                   ,Fant             ,                  87 ,N.Fant             ,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 75.0               ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Zach Ertz                ,TE  ,ARI  ,        10.0 ,         8.0 ,        2.0 ,        10.0 ,         4.0 ,         5.0 ,         4.0 ,         0.0 ,         0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 , 43.0 , 6.1 ,00-0030061     ,    2023 ,REG         ,"1, 2, 4, 6"                                                             ,Zach Ertz                ,TE              ,ARI       ,6.674854166666667  ,2.834783625077195  ,    7.631937499999999  ,                24.700150431800303  ,        20 ,     33 , 58.75              , 152.0 ,             0 , 2.0933333333333337 , 2.1896011432837845 ,-0.0962678099504509       ,Zachary                ,Ertz             ,                  86 ,Z.Ertz             ,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 60.60606060606061  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Durham Smythe            ,TE  ,MIA  ,         7.0 ,         3.0 ,        1.0 ,         4.0 ,         0.0 ,         1.0 ,         0.0 ,         3.0 ,         3.0 ,          0.0 ,          0.0 ,          3.0 ,          0.0 ,          3.0 ,          4.0 ,          5.0 ,          3.0 ,          3.0 , 43.0 , 2.7 ,00-0034798     ,    2023 ,REG         ,"1, 16"                                                                  ,Durham Smythe            ,TE              ,MIA       ,5.0                ,3.5594161834164844 ,    7.339714285714286  ,                10.237292453778306  ,         8 ,     12 , 71.42857142857143  , 100.0 ,             0 , 6.405999999999999  , 5.627311028522323  ,0.7786889714776759        ,Durham                 ,Smythe           ,                  81 ,D.Smythe           ,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 66.66666666666666  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Van Jefferson            ,WR  ,ATL  ,         5.0 ,         4.0 ,        3.0 ,         3.0 ,         0.0 ,         2.0 ,         2.0 ,         5.0 ,         4.0 ,          1.0 ,          0.0 ,          2.0 ,          0.0 ,          0.0 ,          1.0 ,          3.0 ,          5.0 ,          3.0 , 43.0 , 2.5 ,00-0036415     ,    2023 ,REG         ,"1, 8, 17"                                                               ,Van Jefferson            ,WR              ,LAR       ,6.756666666666667  ,3.0138343848986326 ,   11.048666666666668  ,                15.903193567842608  ,        10 ,     15 , 66.66666666666667  ,  67.0 ,             0 , 1.3636111111111102 , 1.7504439754819998 ,-0.3868328643708894       ,Vanchii                ,Jefferson        ,                  12 ,V.Jefferson        ,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 66.66666666666666  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Marquez Valdes-Scantling ,WR  ,KC   ,         2.0 ,         3.0 ,        2.0 ,         2.0 ,         2.0 ,         1.0 ,         5.0 ,         4.0 ,         3.0 ,          0.0 ,          3.0 ,          1.0 ,          5.0 ,          4.0 ,          1.0 ,          1.0 ,          3.0 ,          0.0 , 42.0 , 2.6 ,00-0034272     ,    2023 ,REG         ,"7, 13, 23"                                                              ,Marquez Valdes-Scantling ,WR              ,KC        ,6.872666666666667  ,3.005273458454361  ,   18.804666666666662  ,                35.15403343867449   ,         8 ,     15 , 53.333333333333336 , 129.0 ,             2 , 3.581111111111111  , 5.028441049073238  ,-1.4473299379621274       ,Marquez                ,Valdes-Scantling ,                  11 ,M.Valdes-Scantling ,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 53.333333333333336 ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Jameson Williams         ,WR  ,DET  ,         0.0 ,         0.0 ,        0.0 ,         0.0 ,         3.0 ,         3.0 ,         6.0 ,         3.0 ,         0.0 ,          2.0 ,          3.0 ,          3.0 ,          1.0 ,          2.0 ,          7.0 ,          6.0 ,          3.0 ,          0.0 , 42.0 , 3.5 ,00-0037240     ,    2023 ,REG         ,"7, 15, 16"                                                              ,Jameson Williams         ,WR              ,DET       ,7.543079365079365  ,3.9319828038370264 ,   14.196666666666664  ,                31.926878621967493  ,         9 ,     19 , 46.82539682539683  ,  90.0 ,             0 , 4.0577499999999995 , 3.995709564079347  ,0.0620404359206526        ,Jameson                ,Williams         ,                   9 ,J.Williams         ,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 47.368421052631575 ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Noah Gray                ,TE  ,KC   ,         5.0 ,         3.0 ,        2.0 ,         3.0 ,         2.0 ,         2.0 ,         1.0 ,         3.0 ,         3.0 ,          0.0 ,          1.0 ,          3.0 ,          1.0 ,          0.0 ,          2.0 ,          3.0 ,          4.0 ,          3.0 , 41.0 , 2.4 ,00-0036637     ,    2023 ,REG         ,"1, 21"                                                                  ,Noah Gray                ,TE              ,KC        ,6.662749999999999  ,3.369233718324049  ,    6.656000000000001  ,                13.458287073688702  ,         5 ,     10 , 50.0               ,  39.0 ,             0 , 5.626666666666666  , 2.801062455133774  ,2.825604211532892         ,Noah                   ,Gray             ,                  83 ,N.Gray             ,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 50.0               ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Greg Dortch              ,WR  ,ARI  ,         0.0 ,         0.0 ,        0.0 ,         0.0 ,         0.0 ,         1.0 ,         0.0 ,         0.0 ,         1.0 ,          0.0 ,          8.0 ,          9.0 ,          3.0 ,          0.0 ,          3.0 ,          5.0 ,          7.0 ,          4.0 , 41.0 , 2.6 ,00-0035500     ,    2023 ,REG         ,"11, 12, 16, 17"                                                         ,Greg Dortch              ,WR              ,ARI       ,6.767256944444445  ,3.3743888958510864 ,    8.49822123015873   ,                26.119448325965372  ,        18 ,     29 , 62.08333333333333  , 230.0 ,             2 , 8.55077380952381   , 5.650886780819422  ,2.899887028704387         ,Greg                   ,Dortch           ,                  83 ,G.Dortch           ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 62.06896551724138  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Tucker Kraft             ,TE  ,GB   ,         0.0 ,         0.0 ,        0.0 ,         2.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,          3.0 ,          2.0 ,          2.0 ,          6.0 ,          4.0 ,          6.0 ,          6.0 ,          6.0 ,          3.0 , 40.0 , 2.4 ,00-0038996     ,    2023 ,REG         ,"13, 15, 16, 17, 20"                                                     ,Tucker Kraft             ,TE              ,GB        ,4.8728             ,3.890768303564626  ,    3.432000000000001  ,                 9.049862335924807  ,        20 ,     30 , 66.66666666666666  , 211.0 ,             2 , 7.285833333333334  , 6.457536354116948  ,0.8282969792163847        ,Tucker                 ,Kraft            ,                  85 ,T.Kraft            ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 66.66666666666666  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Isaiah Likely            ,TE  ,BAL  ,         1.0 ,         1.0 ,        2.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         1.0 ,         4.0 ,          1.0 ,          2.0 ,          6.0 ,          0.0 ,          7.0 ,          6.0 ,          4.0 ,          3.0 ,          2.0 , 40.0 , 2.4 ,00-0037838     ,    2023 ,REG         ,"12, 14, 15"                                                             ,Isaiah Likely            ,TE              ,BAL       ,6.510222222222222  ,4.991414857044593  ,    4.224047619047618  ,                 9.680982795565896  ,        14 ,     19 , 73.80952380952381  , 193.0 ,             2 , 8.757833333333332  , 6.840743945281601  ,1.9170893880517317        ,Isaiah                 ,Likely           ,                  80 ,I.Likely           ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 73.68421052631578  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
