Player                   ,Pos ,Team ,week1Targets ,week2Targets ,week3Targts ,week4Targets ,week5Targets ,week6Targets ,week7Targets ,week8Targets ,week9Targets ,week10Targets ,week11Targets ,week12Targets ,week13Targets ,week14Targets ,week15Targets ,week16Targets ,week17Targets ,week18Targets ,TTL   ,AVG  ,player_gsis_id ,season_x ,season_type ,week_x                                                                   ,player_display_name      ,player_position ,team_abbr ,avg_cushion        ,avg_separation     ,avg_intended_air_yards ,percent_share_of_intended_air_yards ,receptions ,targets ,catch_percentage    ,yards  ,rec_touchdowns ,avg_yac             ,avg_expected_yac    ,avg_yac_above_expectation ,player_first_name      ,player_last_name ,player_jersey_number ,player_short_name  ,parsed_weeks                                             ,season_y ,club_code ,week_y ,game_type ,depth_team ,last_name ,first_name ,football_name ,formation ,gsis_id ,jersey_number ,position ,elias_id ,depth_position ,full_name ,catch_rate          ,player_gsis_id_qb ,season ,season_type_qb ,player_display_name_qb ,player_position_qb ,team_abbr_qb ,avg_time_to_throw ,avg_completed_air_yards ,avg_intended_air_yards_qb ,avg_air_yards_differential ,aggressiveness ,max_completed_air_distance ,avg_air_yards_to_sticks ,attempts ,pass_yards ,pass_touchdowns ,interceptions ,passer_rating ,completions ,completion_percentage ,expected_completion_percentage ,completion_percentage_above_expectation ,avg_air_distance ,max_air_distance ,player_first_name_qb ,player_last_name_qb ,player_jersey_number_qb ,player_short_name_qb ,week ,parsed_weeks_qb
Deebo Samuel             ,WR  ,SF   ,         7.0 ,         9.0 ,       12.0 ,         0.0 ,         3.0 ,         1.0 ,         0.0 ,         0.0 ,         0.0 ,          4.0 ,          4.0 ,          9.0 ,          4.0 ,          9.0 ,          7.0 ,         12.0 ,          6.0 ,          2.0 , 89.0 , 5.9 ,00-0035719     ,    2023 ,REG         ,"0, 1, 2, 3, 12, 14, 15, 16, 17, 21, 23"                                 ,Deebo Samuel             ,WR              ,SF        ,6.398442866808895  ,3.4178704383552487 ,    7.3982040970038945 ,                25.97346958759403   ,       115 ,    180 , 63.73069672354657  ,1621.0 ,            12 , 7.380268398268398  , 4.639169554893827  ,2.741098843374571         ,Tyshun                 ,Samuel           ,                  19 ,D.Samuel           ,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 63.888888888888886 ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Dalton Schultz           ,TE  ,HOU  ,         4.0 ,         7.0 ,        3.0 ,         3.0 ,        10.0 ,         7.0 ,         0.0 ,         5.0 ,        11.0 ,          6.0 ,          3.0 ,          2.0 ,          0.0 ,          0.0 ,          5.0 ,         11.0 ,          4.0 ,          7.0 , 88.0 , 5.9 ,00-0034383     ,    2023 ,REG         ,"0, 2, 5, 6, 8, 9, 10, 15, 16, 18, 20"                                   ,Dalton Schultz           ,TE              ,HOU       ,5.948393196672608  ,3.229633125164192  ,    8.35370179063361   ,                20.083182813927696  ,       112 ,    164 , 67.681031090122    ,1205.0 ,             8 , 3.9325980629539954 , 3.646171337862377  ,0.2864267250916187        ,Dalton                 ,Schultz          ,                  86 ,D.Schultz          ,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 68.29268292682927  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Diontae Johnson          ,WR  ,PIT  ,         6.0 ,         0.0 ,        0.0 ,         0.0 ,         0.0 ,         0.0 ,         6.0 ,        14.0 ,         9.0 ,          4.0 ,          8.0 ,          8.0 ,          5.0 ,          7.0 ,          6.0 ,          5.0 ,          4.0 ,          5.0 , 87.0 , 6.7 ,00-0035216     ,    2023 ,REG         ,"0, 1, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19"                          ,Diontae Johnson          ,WR              ,PIT       ,6.9822150688677835 ,2.9342674820931576 ,   12.416305345038104  ,                41.279006532944514  ,       101 ,    173 , 59.11856342890825  ,1375.0 ,            11 , 4.776666181857359  , 3.803486814392296  ,0.9731793674650628        ,Diontae                ,Johnson          ,                  18 ,D.Johnson          ,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 58.38150289017341  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Tyler Conklin            ,TE  ,NYJ  ,         1.0 ,         6.0 ,        5.0 ,         6.0 ,         5.0 ,         4.0 ,         0.0 ,         2.0 ,         6.0 ,          7.0 ,          3.0 ,          5.0 ,          9.0 ,          6.0 ,          7.0 ,          7.0 ,          5.0 ,          3.0 , 87.0 , 5.1 ,00-0034270     ,    2023 ,REG         ,"0, 2, 3, 4, 5, 9, 10, 12, 13, 14, 15, 16, 17"                           ,Tyler Conklin            ,TE              ,NYJ       ,6.184612318840579  ,3.527300414032064  ,    6.692200328407225  ,                17.086760182021155  ,       114 ,    161 , 73.41543513957308  ,1182.0 ,             0 , 4.547753497868253  , 4.251722451167273  ,0.2960310467009788        ,Tyler                  ,Conklin          ,                  83 ,T.Conklin          ,"[0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 70.80745341614907  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Jerry Jeudy              ,WR  ,DEN  ,         0.0 ,         5.0 ,        7.0 ,         5.0 ,         7.0 ,         5.0 ,         5.0 ,         6.0 ,         0.0 ,          3.0 ,          7.0 ,          3.0 ,          4.0 ,          6.0 ,          7.0 ,          5.0 ,          6.0 ,          6.0 , 87.0 , 5.4 ,00-0036407     ,    2023 ,REG         ,"0, 2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 16, 17, 18"                         ,Jerry Jeudy              ,WR              ,DEN       ,7.201821003401361  ,3.62139486885496   ,   13.238850574712645  ,                38.20672437932293   ,       100 ,    164 , 60.01172882946282  ,1419.0 ,             4 , 6.889119047619047  , 5.666024133787537  ,1.2230949138315113        ,Jerry                  ,Jeudy            ,                  10 ,J.Jeudy            ,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 60.97560975609756  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Jonathan Mingo           ,WR  ,CAR  ,         5.0 ,         8.0 ,        6.0 ,         0.0 ,         7.0 ,         3.0 ,         0.0 ,         5.0 ,         4.0 ,          7.0 ,          6.0 ,          6.0 ,         10.0 ,          9.0 ,          5.0 ,          1.0 ,          3.0 ,          0.0 , 85.0 , 5.7 ,00-0039062     ,    2023 ,REG         ,"0, 1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15"                               ,Jonathan Mingo           ,WR              ,CAR       ,5.972101521164021  ,2.83193061518899   ,   10.602068024431995  ,                30.77773390983762   ,        80 ,    159 , 51.49412542794895  , 801.0 ,             0 , 3.915692829457365  , 4.567027915319318  ,-0.6513350858619525       ,Jonathan               ,Mingo            ,                  15 ,J.Mingo            ,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 50.314465408805034 ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Christian Kirk           ,WR  ,JAC  ,         3.0 ,        14.0 ,        6.0 ,        12.0 ,         8.0 ,         6.0 ,         6.0 ,         5.0 ,         0.0 ,         11.0 ,          6.0 ,          7.0 ,          1.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 , 85.0 , 7.1 ,00-0034775     ,    2023 ,REG         ,"0, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12"                                     ,Christian Kirk           ,WR              ,JAX       ,6.10267803030303   ,3.0154320810017463 ,   10.39720719610158   ,                31.431372100388906  ,       112 ,    166 , 67.78653610204412  ,1539.0 ,             6 , 4.617465564738292  , 4.210684414520605  ,0.4067811502176867        ,Christian              ,Kirk             ,                  13 ,C.Kirk             ,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 67.46987951807229  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Jahan Dotson             ,WR  ,WAS  ,         7.0 ,         5.0 ,        4.0 ,         9.0 ,         5.0 ,         1.0 ,         8.0 ,        10.0 ,         8.0 ,          2.0 ,          4.0 ,          6.0 ,          5.0 ,          0.0 ,          1.0 ,          4.0 ,          1.0 ,          3.0 , 83.0 , 4.9 ,00-0037741     ,    2023 ,REG         ,"0, 1, 2, 4, 5, 7, 8, 9, 12, 13"                                         ,Jahan Dotson             ,WR              ,WAS       ,7.322616544566545  ,2.743503416807139  ,    9.38282428284567   ,                21.398899839886266  ,        88 ,    146 , 61.07424937846624  , 932.0 ,             7 , 1.95185            , 2.2933834913324267 ,-0.3415334913324266       ,Jahan                  ,Dotson           ,                   1 ,J.Dotson           ,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 60.273972602739725 ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Dallas Goedert           ,TE  ,PHI  ,         1.0 ,         7.0 ,        7.0 ,         4.0 ,         9.0 ,         8.0 ,         5.0 ,         7.0 ,         4.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          4.0 ,          9.0 ,          9.0 ,          6.0 ,          3.0 , 83.0 , 5.9 ,00-0034351     ,    2023 ,REG         ,"0, 2, 3, 5, 6, 7, 8, 15, 16, 17, 19"                                    ,Dallas Goedert           ,TE              ,PHI       ,6.479127172344563  ,3.1472825080247557 ,    5.120769263199986  ,                13.8651329263406    ,       112 ,    156 , 73.54374206783845  ,1096.0 ,             7 , 5.250176095091349  , 4.3115125301835855 ,0.9386635649077636        ,Dallas                 ,Goedert          ,                  88 ,D.Goedert          ,"[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 71.7948717948718   ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Brandin Cooks            ,WR  ,DAL  ,         4.0 ,         0.0 ,        7.0 ,         4.0 ,         4.0 ,         4.0 ,         0.0 ,         4.0 ,         2.0 ,         10.0 ,          4.0 ,          5.0 ,          4.0 ,          5.0 ,          6.0 ,          2.0 ,          8.0 ,          8.0 , 81.0 , 5.1 ,00-0031236     ,    2023 ,REG         ,"0, 3, 10, 12, 14, 15, 17, 18, 19"                                       ,Brandin Cooks            ,WR              ,DAL       ,6.020634359467692  ,2.6774354080831975 ,   13.821449074074074  ,                29.14430308138988   ,        90 ,    138 , 61.23015873015873  ,1112.0 ,            12 , 2.619318930041153  , 2.6213552968450213 ,-0.0020363668038685       ,Brandin                ,Cooks            ,                   3 ,B.Cooks            ,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 65.21739130434783  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Gabe Davis               ,WR  ,BUF  ,         4.0 ,         7.0 ,        4.0 ,         3.0 ,         8.0 ,         4.0 ,         5.0 ,        12.0 ,         2.0 ,          6.0 ,          0.0 ,         12.0 ,          0.0 ,          2.0 ,          1.0 ,          6.0 ,          3.0 ,          2.0 , 81.0 , 4.8 ,00-0036196     ,    2023 ,REG         ,"0, 2, 5, 7, 8, 10, 12, 16"                                              ,Gabe Davis               ,WR              ,BUF       ,6.6459502900843885 ,2.830275276761121  ,   14.291131117724868  ,                36.17101097555192   ,        79 ,    137 , 57.65873015873016  ,1322.0 ,            12 , 4.850069444444444  , 3.0259748233156643 ,1.8240946211287796        ,Gabriel                ,Davis            ,                  13 ,G.Davis            ,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 57.66423357664233  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Demario Douglas          ,WR  ,NE   ,         7.0 ,         2.0 ,        3.0 ,         3.0 ,         2.0 ,         0.0 ,         6.0 ,         7.0 ,         7.0 ,          9.0 ,          0.0 ,          9.0 ,          0.0 ,          0.0 ,          5.0 ,          8.0 ,          5.0 ,          6.0 , 79.0 , 5.6 ,00-0038621     ,    2023 ,REG         ,"0, 1, 7, 8, 9, 10, 12, 15, 16, 17, 18"                                  ,Demario Douglas          ,WR              ,NE        ,6.61160890707466   ,3.0227363805203535 ,    7.747261959559427  ,                26.162133125319976  ,        92 ,    148 , 61.6235136171845   ,1019.0 ,             0 , 6.71036703772418   , 6.9791775952254085 ,-0.2688105575012282       ,Demario                ,Douglas          ,                  81 ,D.Douglas          ,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 62.16216216216216  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Darius Slayton           ,WR  ,NYG  ,         5.0 ,         6.0 ,        6.0 ,         3.0 ,         4.0 ,         6.0 ,         2.0 ,         2.0 ,         7.0 ,          4.0 ,          5.0 ,          3.0 ,          0.0 ,          2.0 ,          8.0 ,          3.0 ,          6.0 ,          7.0 , 79.0 , 4.6 ,00-0035535     ,    2023 ,REG         ,"0, 1, 2, 3, 6, 9, 11, 15, 17, 18"                                       ,Darius Slayton           ,WR              ,NYG       ,6.136054761904762  ,2.870533996287307  ,   13.263413502109705  ,                33.34985315834028   ,        84 ,    135 , 61.51959011452682  ,1320.0 ,             7 , 5.99267            , 4.334718434542785  ,1.6579515654572152        ,Darius                 ,Slayton          ,                  86 ,D.Slayton          ,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 62.22222222222222  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Logan Thomas             ,TE  ,WAS  ,         8.0 ,         3.0 ,        0.0 ,         3.0 ,        11.0 ,         1.0 ,         6.0 ,         8.0 ,         5.0 ,          5.0 ,          8.0 ,          4.0 ,          1.0 ,          0.0 ,          3.0 ,          6.0 ,          4.0 ,          2.0 , 78.0 , 4.9 ,00-0031260     ,    2023 ,REG         ,"0, 1, 5, 7, 8, 9, 10, 11, 16"                                           ,Logan Thomas             ,TE              ,WAS       ,6.334000896057347  ,3.580649917229739  ,    6.116212962962963  ,                15.578577548961448  ,        97 ,    135 , 74.42566692566692  , 876.0 ,             7 , 4.901696408529742  , 4.64081298777754   ,0.2608834207522011        ,Logan                  ,Thomas           ,                  82 ,L.Thomas           ,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 71.85185185185186  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Wan'Dale Robinson        ,WR  ,NYG  ,         0.0 ,         0.0 ,        5.0 ,         6.0 ,         6.0 ,         8.0 ,         2.0 ,         1.0 ,         5.0 ,          3.0 ,          4.0 ,          5.0 ,          0.0 ,          7.0 ,          4.0 ,          7.0 ,          9.0 ,          6.0 , 78.0 , 5.2 ,00-0038117     ,    2023 ,REG         ,"0, 3, 4, 5, 6, 9, 12, 14, 16, 17, 18"                                   ,Wan'Dale Robinson        ,WR              ,NYG       ,7.195053543913713  ,4.016456497312866  ,    5.575598068598068  ,                17.731308922677226  ,       110 ,    142 , 78.37828837828839  , 962.0 ,             2 , 5.040166666666668  , 4.6551639105911    ,0.3850027560755678        ,Charles                ,Robinson         ,                  17 ,W.Robinson         ,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 77.46478873239437  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Chigoziem Okonkwo        ,TE  ,TEN  ,         2.0 ,         4.0 ,        4.0 ,         3.0 ,         9.0 ,         4.0 ,         0.0 ,         5.0 ,         4.0 ,          6.0 ,          2.0 ,          5.0 ,          6.0 ,          6.0 ,          3.0 ,          7.0 ,          4.0 ,          3.0 , 77.0 , 4.5 ,00-0037809     ,    2023 ,REG         ,"0, 5, 8, 10, 12, 13, 14, 16"                                            ,Chigoziem Okonkwo        ,TE              ,TEN       ,5.0861592261904764 ,3.9024822377024058 ,    7.0414776334776334 ,                17.07866652130528   ,        84 ,    121 , 69.34163059163059  , 827.0 ,             2 , 5.222250000000001  , 5.536231065163291  ,-0.3139810651632897       ,Chigoziem              ,Okonkwo          ,                  85 ,C.Okonkwo          ,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 69.42148760330579  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Tee Higgins              ,WR  ,CIN  ,         8.0 ,        12.0 ,        8.0 ,         4.0 ,         0.0 ,         4.0 ,         0.0 ,         6.0 ,         9.0 ,          0.0 ,          0.0 ,          0.0 ,          3.0 ,          4.0 ,          8.0 ,          8.0 ,          2.0 ,          0.0 , 76.0 , 6.3 ,00-0036410     ,    2023 ,REG         ,"0, 1, 2, 3, 8, 9, 15, 16"                                               ,Tee Higgins              ,WR              ,CIN       ,5.8344073761261255 ,2.225408417729104  ,   13.287749451754388  ,                39.96425409473866   ,        74 ,    135 , 53.95650584795322  ,1146.0 ,            10 , 5.61066156462585   , 3.424188306436459  ,2.1864732581893915        ,Tamaurice              ,Higgins          ,                   5 ,T.Higgins          ,"[1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 54.81481481481482  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Robert Woods             ,WR  ,HOU  ,        10.0 ,         9.0 ,        6.0 ,         6.0 ,         9.0 ,         3.0 ,         0.0 ,         0.0 ,         0.0 ,          3.0 ,          8.0 ,          3.0 ,          0.0 ,          3.0 ,          5.0 ,          6.0 ,          4.0 ,          0.0 , 75.0 , 5.4 ,00-0030431     ,    2023 ,REG         ,"0, 1, 2, 3, 4, 5, 11, 15, 16"                                           ,Robert Woods             ,WR              ,HOU       ,6.901936868686868  ,2.51931170532073   ,   10.06987962962963   ,                23.27915566212063   ,        71 ,    134 , 52.129629629629626 , 735.0 ,             1 , 3.265083333333333  , 3.229755782117872  ,0.0353275512154607        ,Robert                 ,Woods            ,                   2 ,R.Woods            ,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 52.98507462686567  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Tank Dell                ,WR  ,HOU  ,         4.0 ,        10.0 ,        7.0 ,         3.0 ,         4.0 ,         0.0 ,         0.0 ,         4.0 ,        11.0 ,         14.0 ,         10.0 ,          8.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 , 75.0 , 6.8 ,00-0038977     ,    2023 ,REG         ,"0, 2, 3, 9, 10, 11, 12"                                                 ,Tank Dell                ,WR              ,HOU       ,6.774361750154607  ,2.9097807392961124 ,   15.30342192331478   ,                38.08789629673421   ,        84 ,    135 , 63.428262213976495 ,1295.0 ,            14 , 3.23345853234911   , 2.709388597017973  ,0.5240699353311368        ,Nathaniel              ,Dell             ,                   3 ,T.Dell             ,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 62.22222222222222  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Rashid Shaheed           ,WR  ,NO   ,         6.0 ,         4.0 ,        2.0 ,         7.0 ,         2.0 ,         6.0 ,         8.0 ,         3.0 ,         3.0 ,          9.0 ,          0.0 ,          5.0 ,          0.0 ,          0.0 ,          4.0 ,          9.0 ,          3.0 ,          4.0 , 75.0 , 4.7 ,00-0037545     ,    2023 ,REG         ,"0, 1, 4, 6, 7, 10, 12, 16"                                              ,Rashid Shaheed           ,WR              ,NO        ,7.06025            ,2.8428003189665345 ,   13.262654464285712  ,                23.5929843624538    ,        72 ,    125 , 52.74603174603175  ,1057.0 ,             8 , 3.446374094202899  , 4.941152132022668  ,-1.49477803781977         ,Rashid                 ,Shaheed          ,                  22 ,R.Shaheed          ,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 57.599999999999994 ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
K.J. Osborn              ,WR  ,MIN  ,         6.0 ,         6.0 ,        3.0 ,         2.0 ,         9.0 ,         5.0 ,         6.0 ,        10.0 ,         2.0 ,          0.0 ,          2.0 ,          4.0 ,          0.0 ,          7.0 ,          2.0 ,          7.0 ,          0.0 ,          4.0 , 75.0 , 4.7 ,00-0036345     ,    2023 ,REG         ,"0, 1, 2, 5, 6, 7, 8, 14, 16"                                            ,K.J. Osborn              ,WR              ,MIN       ,5.7902357758933105 ,3.2221853650081007 ,    9.351765432098766  ,                20.492536562564197  ,        85 ,    131 , 65.71781305114638  , 958.0 ,             5 , 3.2945231481481487 , 3.609869828351761  ,-0.3153466802036128       ,K.J.                   ,Osborn           ,                  17 ,K.Osborn           ,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 64.8854961832061   ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
Darren Waller            ,TE  ,NYG  ,         5.0 ,         8.0 ,        7.0 ,         3.0 ,        11.0 ,         7.0 ,         8.0 ,         2.0 ,         0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          0.0 ,          6.0 ,          5.0 ,          6.0 ,          6.0 , 74.0 , 6.2 ,00-0031610     ,    2023 ,REG         ,"0, 1, 2, 3, 5, 6, 7, 15, 16, 17, 18"                                    ,Darren Waller            ,TE              ,NYG       ,5.979615702479339  ,2.999183934323988  ,    7.698359655700566  ,                22.651576924682836  ,       100 ,    143 , 68.46514460150824  ,1079.0 ,             2 , 4.350035464535464  , 4.317327499232683  ,0.0327079653027806        ,Darren                 ,Waller           ,                  12 ,D.Waller           ,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]" ,         ,          ,       ,          ,           ,          ,           ,              ,          ,        ,              ,         ,         ,               ,          , 69.93006993006993  ,                  ,       ,               ,                       ,                   ,             ,                  ,                        ,                          ,                           ,               ,                           ,                        ,         ,           ,                ,              ,              ,            ,                      ,                               ,                                        ,                 ,                 ,                     ,                    ,                        ,                     ,     ,
