"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"158","Clyde Edwards-Helaire","KC","rb","6","17","71","0","0","0","0","0","0","0","52.9854","206.8444","1.5111","23.4703","19.7501","149.6371","1.1821","0.5093","0.2547","0.0355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Gabe Davis","JAX","wr","12","17","159.3","0","0","0","0","0","0","0","0","0","0","84.0335","47.7014","799.8836","4.9189","0.6564","0.3282","0.0945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Kyler Murray","ARZ","qb","11","17","297","0","360.4964","571.0482","3845.9916","19.3076","11.5945","38.3235","89.0289","506.283","4.7025","0","0","0","0","12.5563","6.2781","1.0923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Chigoziem Okonkwo","TEN","te","5","17","123.6","0","0","0","0","0","0","0","0","0","0","67.7009","49.6096","567.089","2.8904","0.3143","0.1571","0.166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Curtis Samuel","BUF","wr","12","17","158.5","0","0","0","0","0","0","0","8.3576","42.0212","0.4297","89.5666","64.8595","635.1903","3.7238","0.6168","0.3084","0.0887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Hunter Henry","NE","te","14","17","122.6","0","0","0","0","0","0","0","0","0","0","64.8066","46.3041","528.3864","3.96","0.4235","0.2118","0.1288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","Kenneth Gainwell","PHI","rb","5","17","68.4","0","0","0","0","0","0","0","37.1837","156.3739","1.0784","15.4079","12.7362","101.7297","0.4314","0.5462","0.2731","0.0473","209.871","0.085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Baker Mayfield","TB","qb","11","17","293.6","0","377.9111","591.5935","4178.0862","25.5938","13.891","45.5605","60.9685","161.1956","2.2844","0","0","0","0","10.2954","5.1477","0.9976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Hayden Hurst","LAC","te","5","17","120.7","0","0","0","0","0","0","0","0","0","0","69.3065","52.5735","496.8639","3.1509","0.4832","0.2416","0.1136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","Jordan Mason","SF","rb","9","17","66.6","0","0","0","0","0","0","0","77.3328","362.2997","2.6213","8.7187","7.1522","57.6661","0.3251","0.4903","0.2451","0.0831","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Juwan Johnson","NO","te","12","17","120.5","0","0","0","0","0","0","0","0","0","0","65.358","46.2272","529.3881","3.5815","0.2974","0.1487","0.0834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Raheem Blackshear","CAR","rb","11","17","64.3","0","0","0","0","0","0","0","8.0529","33.199","0.2499","3.2502","2.6465","19.7369","0.1059","1.1054","0.5527","0.0108","550.6722","0.2057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","Jamaal Williams","NO","rb","12","17","63.7","0","0","0","0","0","0","0","85.439","314.9081","2.3787","11.7859","9.9489","64.9044","0.3177","0.9288","0.4644","0.0895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","Rome Odunze","CHI","wr","7","17","152.2","0","0","0","0","0","0","0","0","0","0","87.1816","53.2998","741.627","3.9464","0.5626","0.2813","0.0875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Jonnu Smith","MIA","te","6","17","117.1","0","0","0","0","0","0","0","0","0","0","62.9938","48.8894","464.5665","3.5758","0.4592","0.2296","0.1796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Dylan Laube","LV","rb","10","17","62.5","0","0","0","0","0","0","0","51.8796","218.4243","1.3804","20.1472","16.4268","125.493","0.6223","0.5089","0.2544","0.0472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","Anthony Richardson","IND","qb","14","17","289.2","0","347.9565","546.1211","3550.6903","17.3926","11.9664","42.8208","121.7982","475.2078","7.3432","0","0","0","0","13.8712","6.9356","1.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Audric Estime","DEN","rb","14","17","62.4","0","0","0","0","0","0","0","61.4409","264.9076","1.6915","16.2107","13.2057","99.1686","0.5085","0.5381","0.2691","0.0369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","Mike Williams","NYJ","wr","12","17","149.9","0","0","0","0","0","0","0","0","0","0","87.1592","54.9512","725.2073","3.5406","0.449","0.2245","0.0692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Derek Carr","NO","qb","12","17","287.1","0","363.1977","555.7399","4236.2867","23.9671","8.353","31.6155","37.1618","66.6792","0.9088","0","0","0","0","6.7245","3.3622","0.8152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Geno Smith","SEA","qb","10","17","286.8","0","367.2287","559.7352","3971.1255","25.21","17.9837","42.776","50.3505","266.3655","1.5572","0","0","0","0","6.884","3.442","1.0539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","Tyler Conklin","NYJ","te","12","17","113.9","0","0","0","0","0","0","0","0","0","0","69.6211","50.7285","498.0067","2.3559","0.6037","0.3018","0.0962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","Romeo Doubs","GB","wr","10","17","147.6","0","0","0","0","0","0","0","0","0","0","83.0549","55.0089","668.0591","4.3465","0.9304","0.4652","0.1079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","Miles Sanders","CAR","rb","11","17","58.5","0","0","0","0","0","0","0","59.2706","240.2814","1.5288","17.5744","14.0595","95.3492","0.4609","0.7168","0.3584","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","Pierre Strong Jr.","CLV","rb","10","17","57.6","0","0","0","0","0","0","0","27.1801","123.6919","0.7241","9.059","7.366","54.4506","0.2359","0.3712","0.1856","0.0081","264.8285","0.1097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","Jameson Williams","DET","wr","5","17","145.7","0","0","0","0","0","0","0","2.2496","14.2157","0.1194","74.5921","46.4976","704.0066","4.2543","0.6209","0.3105","0.083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","Darnell Mooney","ATL","wr","12","17","144.6","0","0","0","0","0","0","0","0","0","0","86.701","56.1424","658.4396","3.6214","0.467","0.2335","0.0774","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","Kirk Cousins","ATL","qb","12","17","281.5","0","349.1694","556.68","4087.6366","23.2885","12.4583","29.6808","45.8479","52.5427","3.0066","0","0","0","0","7.0111","3.5056","0.9014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","Eric Gray","NYG","rb","11","17","54.7","0","0","0","0","0","0","0","42.4396","177.3989","1.0694","19.4215","15.781","119.8694","0.5481","0.5146","0.2573","0.0369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","Jayden Daniels","WAS","qb","14","17","281.4","0","348.5907","548.1524","3822.8309","19.4714","15.1159","43.5506","120.1864","343.9588","5.7037","0","0","0","0","12.6379","6.319","0.7868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","Zach Ertz","WAS","te","14","17","106.2","0","0","0","0","0","0","0","0","0","0","66.8055","48.8099","423.2489","2.5128","0.3205","0.1602","0.1646","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","Deuce Vaughn","DAL","rb","7","17","52","0","0","0","0","0","0","0","59.874","239.9885","1.5505","11.2679","9.3679","73.2784","0.3915","0.4694","0.2347","0.0476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","Jerry Jeudy","CLV","wr","10","17","140.2","0","0","0","0","0","0","0","0","0","0","85.3581","53.5216","674.464","2.9786","0.3717","0.1859","0.0293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","Ray-Ray McCloud III","ATL","wr","12","17","139.8","0","0","0","0","0","0","0","0","0","0","63.4398","41.9187","499.5938","2.7024","1.3662","0.6831","0.0675","322.748","0.0922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","Gardner Minshew","LV","qb","10","17","276.6","0","342.6875","546.5895","3855.9755","22.1944","8.5154","38.3744","55.2724","139.555","3.1132","0","0","0","0","10.2358","5.1179","0.8807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","Bo Nix","DEN","qb","14","17","276.4","0","333.6045","533.2656","3719.3753","20.8014","14.8453","43.1272","101.4296","291.2243","5.1279","0","0","0","0","11.1185","5.5592","0.7541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","Kalif Raymond","DET","wr","5","17","137.4","0","0","0","0","0","0","0","2.2496","9.1827","0.0713","48.2325","35.7906","456.7308","2.3052","1.3262","0.6631","0.058","413.3302","0.1484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","Demarcus Robinson","LA","wr","6","17","136.3","0","0","0","0","0","0","0","0","0","0","79.3312","51.3922","610.7788","3.9953","1.0492","0.5246","0.0782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","Sam Darnold","MIN","qb","6","17","274","0","355.5609","577.3775","3908.1627","21.8842","15.5506","50.1373","65.4682","237.1687","2.9849","0","0","0","0","10.851","5.4255","1.0235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","D'Onta Foreman","CLV","rb","10","17","46.6","0","0","0","0","0","0","0","56.5775","236.005","1.444","9.1399","7.3221","56.8929","0.3158","0.4374","0.2187","0.0362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","Tucker Kraft","GB","te","10","17","100","0","0","0","0","0","0","0","0","0","0","53.3122","40.4282","413.7012","3.0273","0.3036","0.1518","0.1727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","Emanuel Wilson","GB","rb","10","17","44.9","0","0","0","0","0","0","0","21.2222","76.5534","0.4444","6.173","5.1508","37.7275","0.2057","0.2653","0.1326","0.023","240.6792","0.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","Trey Sermon","IND","rb","14","17","44.7","0","0","0","0","0","0","0","39.2326","166.389","1.0328","13.8884","11.1391","84.5953","0.4311","0.3513","0.1757","0.023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","Dawson Knox","BUF","te","12","17","98.2","0","0","0","0","0","0","0","0","0","0","51.337","38.1247","392.5352","3.4581","0.2421","0.1211","0.1641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","Greg Dulcich","DEN","te","14","17","98.2","0","0","0","0","0","0","0","0","0","0","54.2044","38.1179","448.3727","2.5718","0.2837","0.1418","0.0873","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","Kenny McIntosh","SEA","rb","10","17","43.5","0","0","0","0","0","0","0","18.6844","78.1023","0.5141","5.2654","4.3554","34.0872","0.1918","0.2466","0.1233","0.0191","232.8161","0.1111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","Cordarrelle Patterson","PIT","rb","9","17","43.3","0","0","0","0","0","0","0","8.878","35.1359","0.2568","8.8433","7.0402","47.7903","0.2564","0.209","0.1045","0.0084","245.2437","0.1191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","Caleb Williams","CHI","qb","7","17","269.2","0","328.2153","511.5387","3650.2495","20.2828","13.3624","41.0423","87.8016","276.7651","4.2294","0","0","0","0","9.9495","4.9748","0.6736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","Craig Reynolds","DET","rb","5","17","41.4","0","0","0","0","0","0","0","13.0476","47.6119","0.343","3.9259","3.2837","25.0278","0.1299","0.2476","0.1238","0.0092","276.4083","0.1198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","Brandon Powell","MIN","wr","6","17","130.2","0","0","0","0","0","0","0","7.8307","35.8797","0.2553","50.079","35.4395","297.0169","1.3549","1.3718","0.6859","0.0468","519.5238","0.2127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","Braxton Berrios","MIA","wr","6","17","129.8","0","0","0","0","0","0","0","0","0","0","40.3637","28.3045","243.2387","1.3027","1.2777","0.6388","0.0706","694.7046","0.2255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","Josh Reynolds","DEN","wr","14","17","129","0","0","0","0","0","0","0","0","0","0","74.4677","44.3075","623.5594","3.663","0.4928","0.2464","0.052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","D'Ernest Johnson","JAX","rb","12","17","39.9","0","0","0","0","0","0","0","38.2935","147.0904","0.7798","12.2433","10.0272","84.4882","0.3794","0.3297","0.1648","0.0161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","Ben Sinnott","WAS","te","14","17","93.6","0","0","0","0","0","0","0","0","0","0","53.2357","38.3805","421.0196","2.2169","0.3174","0.1587","0.0934","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","Aaron Rodgers","NYJ","qb","12","17","266.2","0","352.5347","555.89","3824.4747","19.2075","5.6355","34.6119","51.4363","114.2271","2.0524","0","0","0","0","6.7346","3.3673","0.5094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Deshaun Watson","CLV","qb","10","17","266.2","0","315.4237","511.9702","3659.2517","18.3247","8.8928","55.2977","86.5905","334.568","2.6428","0","0","0","0","8.6283","4.3141","0.6721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","Greg Dortch","ARZ","wr","11","17","127.9","0","0","0","0","0","0","0","10.6671","51.3113","0.3628","44.6423","31.5503","290.719","1.4855","1.2981","0.6491","0.0422","512.9426","0.1893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","Darius Slayton","NYG","wr","11","17","127.2","0","0","0","0","0","0","0","0","0","0","60.2068","35.8274","530.5809","2.6002","0.5911","0.2955","0.0531","205.4099","0.088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","Emari Demercado","ARZ","rb","11","17","36.9","0","0","0","0","0","0","0","20.5137","89.8591","0.537","16.1358","12.8945","96.1318","0.4022","0.2382","0.1191","0.0158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","Quentin Johnston","LAC","wr","5","17","125.7","0","0","0","0","0","0","0","0","0","0","78.8855","50.4016","560.8091","3.0512","0.4607","0.2304","0.0749","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","Mike Gesicki","CIN","te","12","17","90.3","0","0","0","0","0","0","0","0","0","0","52.0657","37.1953","364.4743","2.7881","0.2479","0.124","0.1023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","Will Dissly","LAC","te","5","17","89.6","0","0","0","0","0","0","0","0","0","0","46.2044","37.5551","365.5802","2.6001","0.2752","0.1376","0.0929","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","Theo Johnson","NYG","te","11","17","89.4","0","0","0","0","0","0","0","0","0","0","51.4671","37.206","394.5687","2.1428","0.3077","0.1538","0.1229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","Michael Wilson","ARZ","wr","11","17","123.8","0","0","0","0","0","0","0","0","0","0","76.3761","47.012","584.8577","2.8839","0.4417","0.2208","0.1471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","Carson Steele","KC","rb","6","17","34.7","0","0","0","0","0","0","0","33.3612","143.4082","0.9698","8.5867","7.1304","56.0235","0.3319","0.2918","0.1459","0.0269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","Dontayvion Wicks","GB","wr","10","17","122.9","0","0","0","0","0","0","0","0","0","0","62.2912","40.4693","600.0762","3.7333","0.7515","0.3758","0.1021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","Rashod Bateman","BLT","wr","14","17","122.2","0","0","0","0","0","0","0","0","0","0","68.3585","42.6619","578.9864","3.3358","0.5149","0.2574","0.086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","Drake Maye","NE","qb","14","17","259.8","0","334.165","532.868","3564.1852","19.989","15.1949","45.3762","84.4911","286.5806","3.9361","0","0","0","0","9.8764","4.9382","0.935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","Sean Tucker","TB","rb","11","17","33","0","0","0","0","0","0","0","26.561","106.8494","0.6606","11.1747","9.1828","70.3973","0.3831","0.2622","0.1311","0.023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Gerald Everett","CHI","te","7","17","86.1","0","0","0","0","0","0","0","0","0","0","50.653","39.0322","348.6159","2.1019","0.4362","0.2181","0.1261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","Jalen Tolbert","DAL","wr","7","17","120.8","0","0","0","0","0","0","0","0","0","0","65.9171","41.9558","574.212","3.4274","0.4074","0.2037","0.0882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","Will Levis","TEN","qb","5","17","258.5","0","317.8698","509.3651","3628.6808","20.1124","10.1288","47.7223","65.2432","198.1082","3.2778","0","0","0","0","10.2031","5.1016","0.7637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","Cole Kmet","CHI","te","7","17","85.1","0","0","0","0","0","0","0","0","0","0","46.7566","34.7426","371.6706","2.1888","0.3009","0.1505","0.0675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","Avery Williams","ATL","rb","12","17","30.8","0","0","0","0","0","0","0","9.0334","31.5994","0.2162","2.6433","2.2192","15.0609","0.0814","0.1553","0.0776","0.006","216.9549","0.1068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","Nyheim Hines","CLV","rb","10","17","30.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9533","0.4767","0","321.7849","0.0881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","Wan'Dale Robinson","NYG","wr","11","17","118.6","0","0","0","0","0","0","0","11.0343","61.1583","0.4613","69.432","49.9033","465.3314","2.099","0.563","0.2815","0.0823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","Sione Vaki","DET","rb","5","17","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0937","0.0469","0","274.4857","0.121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","DeeJay Dallas","ARZ","rb","11","17","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0877","0.0439","0","265.456","0.1088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","Isaiah Likely","BLT","te","14","17","79.3","0","0","0","0","0","0","0","0","0","0","39.6008","28.9929","334.1999","2.7632","0.1928","0.0964","0.0934","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","Adam Thielen","CAR","wr","11","17","113.9","0","0","0","0","0","0","0","0","0","0","69.3721","48.399","476.8991","2.9415","0.5525","0.2762","0.138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","Jalen McMillan","TB","wr","11","17","113.4","0","0","0","0","0","0","0","0","0","0","65.9309","42.6879","516.5348","3.027","0.4506","0.2253","0.0882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
