"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"77","Malik Nabers","NYG","wr","11","17","221.1","9","0","0","0","0","0","0","0","0","0","130.6099","81.1696","1056.801","5.4299","0.8568","0.4284","0.1648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Jake Ferguson","DAL","te","7","17","186.1","9","0","0","0","0","0","0","0","0","0","98.594","76.7829","759.9117","5.583","0.4851","0.2426","0.2179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Patrick Mahomes","KC","qb","6","17","358","9","409.6233","607.1474","4252.1354","29.4335","8.4288","28.7387","84.1953","378.9695","3.4231","0","0","0","0","7.3245","3.6622","1.1047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Cooper Kupp","LA","wr","6","17","220","9","0","0","0","0","0","0","0","0","0","115.9024","85.3785","950.1764","6.0402","1.0445","0.5222","0.2582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Evan Engram","JAX","te","12","17","183.1","9","0","0","0","0","0","0","0","0","0","106.2941","83.1754","740.5098","4.4756","0.7921","0.396","0.1561","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Zach Charbonnet","SEA","rb","10","17","127.2","8","0","0","0","0","0","0","113.2988","494.9111","2.7092","38.4378","32.2348","229.3727","1.1442","0.8704","0.4352","0.0979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Rashee Rice","KC","wr","6","17","213.6","8","0","0","0","0","0","0","7.8497","44.9789","0.324","113.3445","87.6444","870.5871","5.4558","1.5179","0.759","0.1342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Stefon Diggs","HST","wr","14","17","212.2","8","0","0","0","0","0","0","4.1474","15.6619","0.1231","112.3221","77.9719","940.8428","6.0197","1.2109","0.6054","0.2669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Amari Cooper","CLV","wr","10","17","211.4","7","0","0","0","0","0","0","0","0","0","118.7165","68.6097","1081.2828","5.3353","0.8164","0.4082","0.0879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Jaxon Smith-Njigba","SEA","wr","10","17","211.2","7","0","0","0","0","0","0","0","0","0","107.4152","76.0321","737.366","4.5137","1.6166","0.8083","0.1647","342.2122","0.1064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","DJ Moore","CHI","wr","7","17","210.9","7","0","0","0","0","0","0","0","0","0","116.8916","73.519","1018.8055","5.5531","0.6434","0.3217","0.0647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Lamar Jackson","BLT","qb","14","17","348.6","7","327.1748","493.3116","3645.8655","23.3997","9.8465","44.8045","143.7719","814.8491","4.9425","0","0","0","0","10.9671","5.4835","1.0534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","MarShawn Lloyd","GB","rb","10","17","121.6","7","0","0","0","0","0","0","127.3332","545.1188","3.3821","28.0591","23.1902","183.1638","0.9966","1.072","0.536","0.1368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","J.K. Dobbins","LAC","rb","5","17","120.9","7","0","0","0","0","0","0","91.4845","388.1925","2.3006","39.4427","32.5713","259.4536","1.7837","0.9597","0.4799","0.0559","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Dak Prescott","DAL","qb","7","17","347.5","7","393.5195","579.2379","4430.616","28.1445","9.7672","32.0482","64.5515","276.7778","2.9378","0","0","0","0","5.7349","2.8674","1.1048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Zay Flowers","BLT","wr","14","17","208.5","7","0","0","0","0","0","0","8.7448","53.6149","0.4002","106.0735","75.301","893.4546","5.714","0.9167","0.4583","0.2971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","George Pickens","PIT","wr","9","17","207.9","7","0","0","0","0","0","0","0","0","0","113.6363","64.7916","1085.717","5.3404","1.3009","0.6505","0.2427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Terry McLaurin","WAS","wr","14","17","206.1","7","0","0","0","0","0","0","0","0","0","115.3439","74.0462","1023.6304","4.7361","0.4408","0.2204","0.0625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Tee Higgins","CIN","wr","12","17","205.4","6","0","0","0","0","0","0","0","0","0","111.7365","70.8853","978.9365","5.7057","0.4385","0.2192","0.3791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Ladd McConkey","LAC","wr","5","17","204.7","6","0","0","0","0","0","0","0","0","0","101.4242","66.8696","833.3229","4.5628","0.7924","0.3962","0.1148","253.518","0.1049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Ty Chandler","MIN","rb","6","17","114.6","6","0","0","0","0","0","0","118.2442","497.0533","3.323","10.5429","8.7316","62.4895","0.2891","0.7865","0.3932","0.0486","281.2693","0.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Tank Bigsby","JAX","rb","12","17","114.3","6","0","0","0","0","0","0","99.8961","393.3163","2.2949","18.9215","15.5864","119.4793","0.5782","1.0529","0.5264","0.0376","305.7851","0.1287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Chris Godwin","TB","wr","11","17","200.2","5","0","0","0","0","0","0","3.2195","15.872","0.1701","115.6584","82.7352","866.0148","4.573","0.899","0.4495","0.3725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Joe Burrow","CIN","qb","12","17","337.1","5","396.7677","608.9115","4488.922","27.5902","11.0486","45.2477","59.8246","207.2302","2.5731","0","0","0","0","5.7902","2.8951","0.9668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Justice Hill","BLT","rb","14","17","108.8","5","0","0","0","0","0","0","32.2324","138.0958","0.8381","42.1007","35.0422","255.3599","1.3312","0.8967","0.4483","0.0403","221.2608","0.0966","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Brock Bowers","LV","te","10","17","160.3","5","0","0","0","0","0","0","0","0","0","90.9208","66.581","697.5741","4.0262","0.5506","0.2753","0.2344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Brock Purdy","SF","qb","9","17","332.9","5","357.6328","546.1228","4372.686","28.5992","12.1776","32.1132","53.2018","184.873","2.7767","0","0","0","0","6.0093","3.0046","1.1956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","David Njoku","CLV","te","10","17","159","4","0","0","0","0","0","0","0","0","0","92.7166","68.3659","695.0453","3.7621","0.9278","0.4639","0.0534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","Jordan Love","GB","qb","10","17","330.6","4","382.469","581.2326","4388.1506","28.3322","13.7933","28.2854","49.8284","246.2999","2.7609","0","0","0","0","9.093","4.5465","1.1535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Dallas Goedert","PHI","te","5","17","156","4","0","0","0","0","0","0","0","0","0","83.7165","65.2356","669.8779","4.0523","0.5127","0.2564","0.0961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Diontae Johnson","CAR","wr","11","17","190.3","4","0","0","0","0","0","0","0","0","0","119.9081","73.0785","858.2552","5.038","0.9145","0.4573","0.2458","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","Tyler Allgeier","ATL","rb","12","17","101","4","0","0","0","0","0","0","117.8862","505.0817","2.944","19.0319","16.0547","121.885","0.7149","0.3373","0.1687","0.1888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","Josh Downs","IND","wr","14","17","189.5","4","0","0","0","0","0","0","0","0","0","78.8335","54.8117","591.8642","2.5338","1.4073","0.7037","0.0683","593.2838","0.2219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Demario Douglas","NE","wr","14","17","189.2","4","0","0","0","0","0","0","8.0657","47.9182","0.3065","84.046","54.7008","602.1702","2.895","1.8225","0.9113","0.1038","506.0052","0.208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","Khalil Shakir","BUF","wr","12","17","188.9","3","0","0","0","0","0","0","0","0","0","68.8134","50.5912","661.8288","3.4356","1.4443","0.7221","0.1622","510.2187","0.1668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Calvin Ridley","TEN","wr","5","17","188.3","3","0","0","0","0","0","0","0","0","0","111.9565","65.0175","900.4599","5.2672","0.746","0.373","0.1912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","Xavier Worthy","KC","wr","6","17","186.9","3","0","0","0","0","0","0","3.9248","23.7028","0.166","87.5844","57.4944","680.3193","4.4782","1.5808","0.7904","0.121","311.7253","0.1053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","C.J. Stroud","HST","qb","14","17","324.2","3","353.5276","555.2988","4312.8085","25.5686","7.6753","37.2098","49.3104","191.4246","2.9001","0","0","0","0","8.6101","4.305","1.1129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Marvin Mims Jr.","DEN","wr","14","17","186","3","0","0","0","0","0","0","7.9957","47.1093","0.2947","62.8163","38.7666","567.246","2.8413","1.4842","0.7421","0.0569","664.47","0.2403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Blake Corum","LA","rb","6","17","93.2","2","0","0","0","0","0","0","99.8838","430.2179","2.763","20.2548","16.8586","130.7795","0.6997","0.8272","0.4136","0.0736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Kimani Vidal","LAC","rb","5","17","90.2","2","0","0","0","0","0","0","67.9018","287.4289","1.621","31.5542","26.121","202.7452","0.9798","0.7138","0.3569","0.0518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","Courtland Sutton","DEN","wr","14","17","177.8","2","0","0","0","0","0","0","0","0","0","102.3298","61.7382","853.9699","4.9249","0.6112","0.3056","0.0595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Tua Tagovailoa","MIA","qb","6","17","314","1","395.3128","590.2527","4566.7137","27.5948","12.7297","31.087","48.7128","80.9399","1.8761","0","0","0","0","9.1351","4.5675","1.0413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Will Shipley","PHI","rb","5","17","86.9","1","0","0","0","0","0","0","56.229","245.1506","1.4627","19.5167","16.1614","126.0434","0.5931","0.6074","0.3037","0.0326","213.254","0.0853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Trey Benson","ARZ","rb","11","17","86.6","1","0","0","0","0","0","0","88.6194","381.3354","2.2474","22.0522","18.0202","137.4098","0.6278","0.7655","0.3828","0.0548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Velus Jones Jr.","CHI","rb","7","17","86.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0467","0.5233","0","866.5172","0.2487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Alexander Mattison","LV","rb","10","17","84.6","1","0","0","0","0","0","0","105.0044","432.2995","2.4514","17.0477","13.82","99.5149","0.6966","0.9483","0.4741","0.0435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Christian Kirk","JAX","wr","12","17","173.4","1","0","0","0","0","0","0","0","0","0","97.9464","65.183","805.1704","4.4918","0.5923","0.2962","0.0427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","T.J. Hockenson","MIN","te","6","13","137.9","1","0","0","0","0","0","0","0","0","0","77.662","57.1629","597.3996","3.5228","0.3907","0.1954","0.2097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Jordan Addison","MIN","wr","6","17","172.4","1","0","0","0","0","0","0","0","0","0","99.1037","62.2408","793.8677","4.7622","0.5111","0.2556","0.0752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Keenan Allen","CHI","wr","7","17","171.9","0","0","0","0","0","0","0","0","0","0","100.3319","69.7966","771.1392","4.2461","0.9554","0.4777","0.0584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","Brandin Cooks","DAL","wr","7","17","171.9","0","0","0","0","0","0","0","4.5018","15.2356","0.179","92.3967","61.9623","777.9602","4.8051","0.6882","0.3441","0.2328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","Ty Johnson","BUF","rb","12","17","82.5","0","0","0","0","0","0","0","46.3848","195.6186","1.0608","18.0226","14.331","121.0346","0.6817","0.5708","0.2854","0.0328","260.5309","0.112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","Daniel Jones","NYG","qb","11","17","308.8","0","323.695","512.5476","3550.2841","17.6621","8.3252","54.5011","120.7264","629.7851","5.9878","0","0","0","0","10.0985","5.0492","0.8522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","Christian Watson","GB","wr","10","17","170.6","0","0","0","0","0","0","0","3.82","20.7702","0.1998","90.3502","54.8737","786.3645","5.2153","0.4854","0.2427","0.1204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","Brian Thomas Jr.","JAX","wr","12","17","170.3","0","0","0","0","0","0","0","0","0","0","94.6073","60.5158","813.4247","4.5491","0.6388","0.3194","0.0689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","Trevor Lawrence","JAX","qb","12","17","308","0","377.8963","581.9822","4253.1069","24.1995","13.3482","32.1794","68.6698","278.9073","3.2503","0","0","0","0","11.6925","5.8462","0.5729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","Taysom Hill","NO","te","12","17","135","0","3.7833","5.3957","44.128","0.2497","0.1277","0.4136","62.9632","291.2823","2.2844","48.2149","37.818","353.4544","2.6039","1.0665","0.5332","0.0873","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","Dameon Pierce","HST","rb","14","17","80.7","0","0","0","0","0","0","0","91.2428","359.1553","1.9463","4.2187","3.5229","26.0675","0.1331","1.0461","0.523","0.0268","271.5773","0.1306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","Justin Herbert","LAC","qb","5","17","306.9","0","385.8035","593.845","4245.0065","24.087","10.9964","35.6743","66.0024","211.9958","2.3577","0","0","0","0","7.8538","3.9269","0.7838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","Tyler Lockett","SEA","wr","10","17","169.1","0","0","0","0","0","0","0","0","0","0","87.933","63.4377","753.5019","4.8328","0.5367","0.2684","0.3867","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Dalton Schultz","HST","te","14","17","134.1","0","0","0","0","0","0","0","0","0","0","73.2994","53.3093","578.1594","3.9425","0.5863","0.2932","0.1516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","Ray Davis","BUF","rb","12","17","80.1","0","0","0","0","0","0","0","83.9941","360.3268","2.0776","19.1148","15.8299","124.0012","0.6432","0.7127","0.3563","0.0625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Joshua Palmer","LAC","wr","5","17","169","0","0","0","0","0","0","0","0","0","0","96.353","64.7581","789.19","4.0509","0.8511","0.4256","0.1786","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Braelon Allen","NYJ","rb","12","17","79.6","0","0","0","0","0","0","0","74.8312","319.3955","1.9753","22.8527","18.5497","140.2177","0.6311","0.6809","0.3404","0.0481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Matthew Stafford","LA","qb","6","17","306.2","0","391.8089","582.8286","4373.8148","27.0781","11.5466","36.8194","18.9647","57.1021","0.9099","0","0","0","0","3.293","1.6465","0.8299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Jared Goff","DET","qb","5","17","305.1","0","405.2294","593.9695","4390.0652","27.5482","10.7755","26.8402","37.4084","33.5408","1.5118","0","0","0","0","6.8628","3.4314","1.0299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Marquise Brown","KC","wr","6","17","167.2","0","0","0","0","0","0","0","0","0","0","99.0333","64.622","718.9902","5.0464","0.6479","0.3239","0.0837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Luke Musgrave","GB","te","10","17","132.1","0","0","0","0","0","0","0","0","0","0","69.5865","51.6972","564.2486","3.9956","0.3856","0.1928","0.2194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Noah Fant","SEA","te","10","17","131.5","0","0","0","0","0","0","0","0","0","0","68.4508","51.9601","572.5006","3.7241","0.3412","0.1706","0.1764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Kendre Miller","NO","rb","12","14","77.4","0","0","0","0","0","0","0","59.2951","251.1163","1.5004","26.419","21.8892","169.2463","0.8281","0.5705","0.2853","0.0337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Cade Otton","TB","te","11","17","131.2","0","0","0","0","0","0","0","0","0","0","74.8706","55.0851","535.336","3.7462","0.3189","0.1594","0.2347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Keon Coleman","BUF","wr","12","17","166.1","0","0","0","0","0","0","0","0","0","0","95.5742","61.8488","769.0999","4.3402","0.6529","0.3264","0.1236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Khalil Herbert","CHI","rb","7","17","76.2","0","0","0","0","0","0","0","94.4548","428.0582","2.4117","11.6892","9.5536","67.9329","0.4383","0.4027","0.2013","0.1243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Colby Parkinson","LA","te","6","17","129.1","0","0","0","0","0","0","0","0","0","0","69.2039","52.86","535.077","3.8188","0.3794","0.1897","0.1504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Roschon Johnson","CHI","rb","7","17","74.6","0","0","0","0","0","0","0","81.3487","357.2861","2.2917","16.5596","13.6605","96.4489","0.4254","0.7457","0.3729","0.0424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","DeAndre Hopkins","TEN","wr","5","16","162.8","0","0","0","0","0","0","0","0","0","0","94.0994","59.4029","752.1302","4.5171","0.7439","0.372","0.0506","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Jakobi Meyers","LV","wr","10","17","162.4","0","0","0","0","0","0","0","0","0","0","93.5038","61.9352","752.1425","4.0401","0.5803","0.2901","0.2076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Pat Freiermuth","PIT","te","9","17","127.4","0","0","0","0","0","0","0","0","0","0","71.1885","50.5288","559.6164","3.5111","0.4443","0.2222","0.234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Tyrone Tracy","NYG","rb","11","17","71.2","0","0","0","0","0","0","0","87.4256","298.1656","1.8011","19.4215","15.7924","118.7898","0.5731","0.7347","0.3674","0.0659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Isaiah Davis","NYJ","rb","12","17","71.1","0","0","0","0","0","0","0","49.6119","213.0607","1.3112","10.6292","8.6187","65.6416","0.2982","0.4979","0.2489","0.0298","247.5044","0.1088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
