season,week,game_id,player_id,receiving_tds_40_plus,receiving_tds_50_plus,rushing_tds_40_plus,rushing_tds_50_plus,pick_sixes_thrown,fumble_recovery_tds,special_teams_fumbles_forced,special_teams_fumbles_recovered
2024,1,2024_01_BAL_KC,00-0037838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,1,2024_01_CAR_NO,00-0036825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024,1,2024_01_CAR_NO,00-0037545,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,1,2024_01_DEN_SEA,00-0038605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024,1,2024_01_GB_PHI,00-0035676,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,1,2024_01_GB_PHI,00-0039146,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,1,2024_01_HOU_IND,00-0035021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,1,2024_01_HOU_IND,00-0037664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,1,2024_01_JAX_MIA,00-0033040,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,1,2024_01_JAX_MIA,00-0034248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024,1,2024_01_LA_DET,00-0037240,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,1,2024_01_MIN_NYG,00-0035710,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024,1,2024_01_NE_CIN,00-0032228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024,1,2024_01_NE_CIN,00-0036302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024,1,2024_01_TEN_CHI,00-0037594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024,1,2024_01_TEN_CHI,00-0039152,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024,2,2024_02_ATL_PHI,00-0036309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_BUF_MIA,00-0036212,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024,2,2024_02_BUF_MIA,00-0037248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_CIN_KC,00-0039067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_LAC_CAR,00-0036158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_LA_ARI,00-0037744,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024,2,2024_02_LA_ARI,00-0039849,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_NO_DAL,00-0033906,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_NO_DAL,00-0036358,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_NO_DAL,00-0037545,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_NYJ_TEN,00-0034837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_SEA_NE,00-0035640,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,2024_02_SF_MIN,00-0036322,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
