season,season_type,week,player_display_name,player_position,team_abbr,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,expected_rush_yards,rush_yards_over_expected,avg_rush_yards,rush_yards_over_expected_per_att,rush_pct_over_expected,rush_touchdowns,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2023,REG,0,Devon Achane,RB,MIA,3.0354874999999995,11.650485436893204,2.9290107526881712,103,800,507.3622296204375,278.6377703795625,7.766990291262136,2.8725543338099224,0.4742268041237113,8,00-0039040,Devon,Achane,28,D.Achane
2023,REG,0,Miles Sanders,RB,CAR,4.6569212962962965,9.30232558139535,2.892339285714286,129,432,479.72057322898115,-53.72057322898115,3.3488372093023258,-0.41969197835141525,0.28125,1,00-0035243,Miles,Sanders,6,M.Sanders
2023,REG,0,Najee Harris,RB,PIT,3.840309178743961,20.784313725490197,2.7843022222222227,255,1035,931.7320396686761,79.26796033132393,4.0588235294117645,0.31331209617124084,0.4189723320158103,8,00-0036893,Najee,Harris,22,N.Harris
2023,REG,0,Alexander Mattison,RB,MIN,4.053242857142856,21.666666666666668,2.835374193548388,180,700,743.4879760609089,-45.48797606090886,3.888888888888889,-0.25412277128999367,0.39664804469273746,0,00-0034972,Alexander,Mattison,2,A.Mattison
2023,REG,0,Rachaad White,RB,TB,3.92132323232323,16.911764705882355,2.673349019607842,272,990,1054.833157883393,-109.83315788339291,3.639705882352941,-0.4129066085841839,0.3684210526315789,6,00-0037256,Rachaad,White,1,R.White
2023,REG,0,Christian McCaffrey,RB,SF,3.588848526387937,36.029411764705884,2.8048097165991894,272,1459,1032.668988085818,349.331011914182,5.363970588235294,1.3232235299779622,0.4659090909090909,14,00-0033280,Christian,McCaffrey,23,C.McCaffrey
2023,REG,0,Alvin Kamara,RB,NO,4.052824207492796,21.11111111111111,2.613817073170731,180,694,783.8111288118097,-98.81112881180968,3.8555555555555556,-0.5646350217817696,0.3314285714285714,5,00-0033906,Alvin,Kamara,41,A.Kamara
2023,REG,0,Dameon Pierce,RB,HOU,5.183173076923077,26.20689655172414,3.001359999999999,145,416,485.27041680379705,-83.27041680379705,2.8689655172413793,-0.5905703319418231,0.3262411347517731,2,00-0037258,Dameon,Pierce,31,D.Pierce
2023,REG,0,Kenneth Walker,RB,SEA,4.542696132596687,19.63470319634703,3.0933641025641045,219,905,910.1118334610228,-27.111833461022798,4.132420091324201,-0.12910396886201334,0.319047619047619,8,00-0038134,Kenneth,Walker,9,K.Walker
2023,REG,0,Aaron Jones,RB,GB,3.669573170731707,23.239436619718308,2.65845038167939,142,656,597.041485862785,15.958514137215047,4.619718309859155,0.11821121583122257,0.3925925925925926,2,00-0033293,Aaron,Jones,33,A.Jones
2023,REG,0,Gus Edwards,RB,BAL,3.5705925925925928,34.34343434343434,2.6410833333333334,198,810,746.8430490191915,51.15695098080846,4.090909090909091,0.2636956236124147,0.4020618556701031,13,00-0034184,Gus,Edwards,35,G.Edwards
2023,REG,0,Khalil Herbert,RB,CHI,3.6099836333878885,31.818181818181817,2.762788617886179,132,611,561.9753359065236,38.02466409347642,4.628787878787879,0.2947648379339257,0.4186046511627907,2,00-0036906,Khalil,Herbert,24,K.Herbert
2023,REG,0,Javonte Williams,RB,DEN,4.47624031007752,16.589861751152075,2.935947368421053,217,774,841.9238710514292,-82.92387105142916,3.5668202764976957,-0.3839068104232832,0.39351851851851855,3,00-0036997,Javonte,Williams,33,J.Williams
2023,REG,0,Zach Charbonnet,RB,SEA,3.7336580086580087,13.88888888888889,2.893385416666666,108,462,426.2733278349528,18.726672165047205,4.277777777777778,0.17666671853818117,0.4056603773584906,1,00-0039165,Zach,Charbonnet,26,Z.Charbonnet
2023,REG,0,Breece Hall,RB,NYJ,4.017012072434607,19.282511210762333,2.962166666666667,223,994,835.5083462651464,146.49165373485357,4.457399103139013,0.6719800630039154,0.3394495412844037,5,00-0038120,Breece,Hall,20,B.Hall
2023,REG,0,Tony Pollard,RB,DAL,3.8098208955223893,11.11111111111111,2.6277399103139016,252,1005,985.2189093610876,-39.21890936108764,3.988095238095238,-0.16139468872875573,0.36213991769547327,6,00-0035261,Tony,Pollard,20,T.Pollard
2023,REG,0,Jerome Ford,RB,CLE,4.683579335793356,18.627450980392158,3.1626941176470575,204,813,788.1595072064742,-4.159507206474245,3.985294117647059,-0.020902046263689675,0.35175879396984927,4,00-0037267,Jerome,Ford,34,J.Ford
2023,REG,0,Devin Singletary,RB,HOU,3.7120489977728277,23.14814814814815,2.8448730964467024,216,898,836.3966829032553,32.60331709674472,4.157407407407407,0.15451809050589912,0.3744075829383886,4,00-0035250,Devin,Singletary,26,D.Singletary
2023,REG,0,Tyler Allgeier,RB,ATL,4.595680819912151,30.64516129032258,2.9704444444444436,186,683,725.8550758868109,-59.85507588681094,3.672043010752688,-0.3306910269989555,0.39226519337016574,4,00-0037263,Tyler,Allgeier,25,T.Allgeier
2023,REG,0,Jamaal Williams,RB,NO,4.582712418300655,29.245283018867923,2.651135416666666,106,306,404.5931472814769,-101.59314728147689,2.8867924528301887,-0.9768571853988163,0.28846153846153844,1,00-0033948,Jamaal,Williams,21,J.Williams
2023,REG,0,Kareem Hunt,RB,CLE,4.509099756690995,31.851851851851855,2.6836229508196725,135,411,508.76027337618564,-100.76027337618564,3.0444444444444443,-0.751942338628251,0.35074626865671643,9,00-0033923,Kareem,Hunt,27,K.Hunt
2023,REG,0,Joshua Kelley,RB,LAC,3.985876543209876,8.411214953271028,2.695762886597938,107,405,426.34314106679034,-25.343141066790338,3.7850467289719627,-0.24136324825514607,0.3047619047619048,2,00-0036370,Joshua,Kelley,25,J.Kelley
2023,REG,0,Josh Jacobs,RB,LV,4.270993788819877,21.45922746781116,2.784555555555557,233,805,885.3779365087902,-86.37793650879019,3.4549356223175964,-0.3739304610770138,0.3463203463203463,6,00-0035700,Joshua,Jacobs,8,J.Jacobs
2023,REG,0,Chuba Hubbard,RB,CAR,3.797172949002217,19.327731092436977,2.7180511627906974,238,902,848.3626973656335,45.637302634366506,3.7899159663865545,0.1933784009930784,0.4449152542372881,5,00-0036555,Chuba,Hubbard,30,C.Hubbard
2023,REG,0,Travis Etienne,RB,JAX,4.162361111111113,22.846441947565545,2.8270086206896554,267,1008,1070.0007121640085,-77.00071216400852,3.7752808988764044,-0.29056872514720195,0.3660377358490566,11,00-0036973,Travis,Etienne,1,T.Etienne
2023,REG,0,Tyjae Spears,RB,TEN,3.634415011037528,12,2.7257272727272723,100,453,449.2484044840853,-14.248404484085313,4.53,-0.14689076787716818,0.32989690721649484,2,00-0039032,Tyjae,Spears,32,T.Spears
2023,REG,0,Saquon Barkley,RB,NYG,3.850904365904368,14.979757085020243,2.7226220095693785,247,962,849.5587432210543,93.44125677894567,3.8947368421052633,0.3893385699122736,0.37083333333333335,6,00-0034844,Saquon,Barkley,26,S.Barkley
2023,REG,0,Bijan Robinson,RB,ATL,4.366383196721309,20.5607476635514,2.989373056994818,214,976,879.1504453694562,81.84955463054382,4.5607476635514015,0.39162466330403745,0.3827751196172249,4,00-0038542,Bijan,Robinson,7,B.Robinson
2023,REG,1,Jerome Ford,RB,CLE,6.733055555555556,20,3.1588333333333325,15,36,57.46112234227186,-24.461122342271857,2.4,-1.7472230244479898,0.14285714285714285,0,00-0037267,Jerome,Ford,34,J.Ford
2023,REG,1,Christian McCaffrey,RB,SF,3.061315789473684,68.18181818181817,2.821111111111111,22,152,95.69516889344659,56.30483110655341,6.909090909090909,2.559310504843337,0.5454545454545454,1,00-0033280,Christian,McCaffrey,23,C.McCaffrey
2023,REG,1,Joshua Kelley,RB,LAC,2.7593406593406598,0,2.472625,16,91,79.6094688511179,11.390531148882104,5.6875,0.7119081968051315,0.5,1,00-0036370,Joshua,Kelley,25,J.Kelley
2023,REG,1,Saquon Barkley,RB,NYG,3.2550980392156865,50,2.515181818181818,12,51,46.9264734803952,4.073526519604798,4.25,0.3394605433003998,0.4166666666666667,0,00-0034844,Saquon,Barkley,26,S.Barkley
2023,REG,1,Joe Mixon,RB,CIN,3.5201785714285707,0,3.062583333333334,13,56,36.23243070343225,19.76756929656775,4.3076923076923075,1.5205822535821345,0.6153846153846154,0,00-0033897,Joe,Mixon,28,J.Mixon
2023,REG,1,A.J. Dillon,RB,GB,9.712105263157893,23.076923076923077,2.6662000000000003,13,19,38.164168255978836,-21.164168255978836,1.4615384615384615,-1.7636806879982363,0.3333333333333333,0,00-0036265,Algiers,Dillon,28,A.Dillon
2023,REG,1,Dameon Pierce,RB,HOU,4.587105263157895,45.45454545454545,2.9263636363636363,11,38,33.29630226903055,1.703697730969452,3.4545454545454546,0.1703697730969452,0.5,0,00-0037258,Dameon,Pierce,31,D.Pierce
2023,REG,1,Javonte Williams,RB,DEN,4.644230769230769,0,3.0411818181818187,13,52,57.33428529401541,-5.334285294015409,4,-0.41032963800118527,0.3076923076923077,0,00-0036997,Javonte,Williams,33,J.Williams
2023,REG,1,Austin Ekeler,RB,LAC,2.302820512820512,25,2.4884666666666666,16,117,62.22347306108888,54.77652693891112,7.3125,3.423532933681945,0.5625,1,00-0033699,Austin,Ekeler,30,A.Ekeler
2023,REG,1,Tony Pollard,RB,DAL,2.9334285714285717,21.428571428571427,2.505153846153846,14,70,47.354292286229445,-6.354292286229445,5,-0.5776629351117677,0.2727272727272727,2,00-0035261,Tony,Pollard,20,T.Pollard
2023,REG,1,James Conner,RB,ARI,4.0525806451612905,28.57142857142857,2.5791666666666666,14,62,80.51417461861153,-18.514174618611534,4.428571428571429,-1.3224410441865382,0.2857142857142857,0,00-0033553,James,Conner,6,J.Conner
2023,REG,1,Derrick Henry,RB,TEN,4.183174603174604,53.333333333333336,2.610071428571428,15,63,70.6871907287299,-7.687190728729902,4.2,-0.5124793819153268,0.4666666666666667,0,00-0032764,Derrick,Henry,22,D.Henry
2023,REG,1,Tyler Allgeier,RB,ATL,3.7181333333333337,53.333333333333336,3.099928571428571,15,75,55.96889343640928,19.03110656359072,5,1.2687404375727145,0.4,2,00-0037263,Tyler,Allgeier,25,T.Allgeier
2023,REG,1,David Montgomery,RB,DET,4.46,14.285714285714285,2.5091,21,74,83.4685731633465,-9.468573163346505,3.5238095238095237,-0.4508844363498336,0.38095238095238093,1,00-0035685,David,Montgomery,5,D.Montgomery
2023,REG,1,Nick Chubb,RB,CLE,3.36056603773585,22.22222222222222,3.1025,18,106,80.36550006049835,25.63449993950165,5.888888888888889,1.4241388855278696,0.5555555555555556,0,00-0034791,Nicholas,Chubb,24,N.Chubb
2023,REG,1,Jamaal Williams,RB,NO,5.485777777777777,33.33333333333333,2.7426875,18,45,55.89356749517921,-13.893567495179212,2.5,-0.8683479684487008,0.3125,0,00-0033948,Jamaal,Williams,21,J.Williams
2023,REG,1,Cam Akers,RB,LAR,12.113103448275861,45.45454545454545,3.030588235294118,22,29,67.71139555133473,-38.71139555133473,1.3181818181818181,-1.9355697775667366,0.15,1,00-0036414,Cam,Akers,3,C.Akers
2023,REG,1,Deon Jackson,RB,IND,10.405714285714286,23.076923076923077,2.657909090909091,13,14,33.42955942353157,-19.429559423531572,1.0769230769230769,-1.4945814941178133,0.3076923076923077,0,00-0036493,Deon,Jackson,35,D.Jackson
2023,REG,1,Raheem Mostert,RB,MIA,5.238378378378379,30,2.842111111111111,10,37,43.092853259217485,-6.092853259217485,3.7,-0.6092853259217484,0.4,1,00-0031687,Dominique,Mostert,31,R.Mostert
2023,REG,1,Travis Etienne,RB,JAX,3.09987012987013,16.666666666666664,2.6459333333333332,18,77,61.76021076799766,9.239789232002337,4.277777777777778,0.5435170136471963,0.35294117647058826,1,00-0036973,Travis,Etienne,1,T.Etienne
2023,REG,1,Rhamondre Stevenson,RB,NE,4.7467999999999995,0,2.3630909090909094,12,25,42.883561522740216,-19.883561522740216,2.0833333333333335,-1.8075965020672924,0.18181818181818182,0,00-0036875,Rhamondre,Stevenson,38,R.Stevenson
2023,REG,1,Kenneth Walker,RB,SEA,4.152343750000001,0,3.2189166666666664,12,64,68.1539611991708,-4.153961199170794,5.333333333333333,-0.3461634332642329,0.25,0,00-0038134,Kenneth,Walker,9,K.Walker
2023,REG,1,Breece Hall,RB,NYJ,2.180000000000001,20,2.7478888888888893,10,127,45.592640263447926,81.40735973655208,12.7,8.140735973655207,0.5,0,00-0038120,Breece,Hall,20,Bre.Hall
2023,REG,1,Rachaad White,RB,TB,5.577435897435897,47.05882352941176,2.9608749999999997,17,39,72.3699432214211,-38.369943221421096,2.2941176470588234,-2.3981214513388185,0.375,0,00-0037256,Rachaad,White,1,R.White
2023,REG,1,Kenneth Gainwell,RB,PHI,3.440185185185185,21.428571428571427,2.7469285714285716,14,54,59.87927580441471,-5.879275804414711,3.857142857142857,-0.4199482717439079,0.2857142857142857,0,00-0036919,Kenneth,Gainwell,14,K.Gainwell
2023,REG,1,James Cook,RB,BUF,4.518043478260869,0,2.7644444444444445,12,46,43.76436655102059,2.2356334489794065,3.8333333333333335,0.18630278741495054,0.25,0,00-0037248,James,Cook,4,J.Cook
2023,REG,1,Brian Robinson,RB,WAS,4.573559322033899,21.052631578947366,2.335470588235294,19,59,75.90639122089762,-19.906391220897618,3.1052631578947367,-1.105910623383201,0.2777777777777778,0,00-0037746,Brian,Robinson,8,B.Robinson
2023,REG,1,Alexander Mattison,RB,MIN,4.293823529411764,63.63636363636363,2.896444444444444,11,34,45.47296046062617,-11.472960460626169,3.090909090909091,-1.04299640551147,0.18181818181818182,0,00-0034972,Alexander,Mattison,2,A.Mattison
2023,REG,1,Dalvin Cook,RB,NYJ,5.75878787878788,23.076923076923077,2.5705999999999998,13,33,55.734099648091764,-22.734099648091764,2.5384615384615383,-1.7487768960070587,0.3076923076923077,0,00-0033893,Dalvin,Cook,33,D.Cook
2023,REG,1,Miles Sanders,RB,CAR,3.9120833333333342,0,2.5867499999999994,18,72,90.51560172168233,-18.51560172168233,4,-1.0286445400934627,0.16666666666666666,0,00-0035243,Miles,Sanders,6,M.Sanders
2023,REG,1,Josh Jacobs,RB,LV,5.575208333333333,31.57894736842105,2.934777777777777,19,48,65.29387159183317,-17.293871591833167,2.526315789473684,-0.9102037679912193,0.21052631578947367,0,00-0035700,Joshua,Jacobs,8,J.Jacobs
2023,REG,1,Bijan Robinson,RB,ATL,3.2803571428571425,20,2.9897777777777774,10,56,35.54259943038883,20.457400569611167,5.6,2.0457400569611166,0.5,0,00-0038542,Bijan,Robinson,7,B.Robinson
2023,REG,1,Kyren Williams,RB,LAR,3.553653846153846,0,2.4353571428571428,15,52,49.785299133517896,2.2147008664821044,3.466666666666667,0.1476467244321403,0.5333333333333333,2,00-0037840,Kyren,Williams,23,K.Williams
2023,REG,2,Kenneth Walker,RB,SEA,6.99279069767442,17.647058823529413,3.538375,17,43,57.056297767003116,-9.056297767003116,2.5294117647058822,-0.5660186104376947,0.375,2,00-0038134,Kenneth,Walker,9,K.Walker
2023,REG,2,Tony Pollard,RB,DAL,4.5559722222222225,28.000000000000004,2.40875,25,72,82.99870302081818,-10.998703020818184,2.88,-0.43994812083272733,0.24,0,00-0035261,Tony,Pollard,20,T.Pollard
2023,REG,2,Zack Moss,RB,IND,3.177840909090909,11.11111111111111,2.770222222222222,18,88,82.79534798925643,5.2046520107435725,4.888888888888889,0.2891473339301985,0.5,1,00-0036251,Zaccheus,Moss,21,Z.Moss
2023,REG,2,A.J. Dillon,RB,GB,3.9827272727272724,26.666666666666668,2.4834666666666667,15,55,66.85771659272937,-11.857716592729375,3.6666666666666665,-0.7905144395152917,0.4,0,00-0036265,Algiers,Dillon,28,A.Dillon
2023,REG,2,Bijan Robinson,RB,ATL,3.3870161290322582,21.052631578947366,2.942611111111111,19,124,68.13336602214913,55.86663397785087,6.526315789473684,2.940349156728993,0.5263157894736842,0,00-0038542,Bijan,Robinson,7,B.Robinson
2023,REG,2,Jerome Ford,RB,CLE,3.0231132075471696,25,3.3625714285714285,16,106,43.51763082370171,61.48236917629829,6.625,4.098824611753219,0.4,0,00-0037267,Jerome,Ford,34,J.Ford
2023,REG,2,James Conner,RB,ARI,4.217735849056604,21.73913043478261,3.1020588235294118,23,106,79.6287667203224,26.371233279677597,4.608695652173913,1.1465753599859825,0.391304347826087,1,00-0033553,James,Conner,6,J.Conner
2023,REG,2,Javonte Williams,RB,DEN,5.305681818181818,8.333333333333332,3.130363636363636,12,44,55.99379437517622,-11.993794375176222,3.6666666666666665,-0.9994828645980185,0.3333333333333333,0,00-0036997,Javonte,Williams,33,J.Williams
2023,REG,2,Gus Edwards,RB,BAL,2.6088709677419364,30,2.6127,10,62,53.8659658592052,8.134034140794803,6.2,0.8134034140794804,0.4,1,00-0034184,Gus,Edwards,35,G.Edwards
2023,REG,2,Dameon Pierce,RB,HOU,7.079354838709678,13.333333333333334,3.2901666666666665,15,31,48.32772378387303,-17.327723783873033,2.066666666666667,-1.1551815855915355,0.13333333333333333,0,00-0037258,Dameon,Pierce,31,D.Pierce
2023,REG,2,Justice Hill,RB,BAL,5.854634146341462,9.090909090909092,3.3329,11,41,40.24201512444795,0.7579848755520473,3.727272727272727,0.06890771595927703,0.36363636363636365,0,00-0034975,Justice,Hill,43,J.Hill
2023,REG,2,Tyler Allgeier,RB,ATL,5.435000000000001,18.75,3.0297857142857145,16,48,63.83758536054681,-16.83758536054681,3,-1.1225056907031208,0.3333333333333333,0,00-0037263,Tyler,Allgeier,25,T.Allgeier
2023,REG,2,Derrick Henry,RB,TEN,4.366625000000001,48,2.5227272727272734,25,80,67.25973943740725,11.740260562592752,3.2,0.48917752344136467,0.5,1,00-0032764,Derrick,Henry,22,D.Henry
2023,REG,2,D'Andre Swift,RB,PHI,2.521828571428572,21.428571428571427,2.5557857142857148,28,175,134.24420308482917,40.75579691517083,6.25,1.4555641755418154,0.5,1,00-0036275,D'Andre,Swift,0,D.Swift
2023,REG,2,James Cook,RB,BUF,2.699593495934959,5.88235294117647,2.9669375000000002,17,123,79.13288508095077,43.86711491904923,7.235294117647059,2.5804185246499545,0.47058823529411764,0,00-0037248,James,Cook,4,J.Cook
2023,REG,2,Kyren Williams,RB,LAR,4.6184615384615375,0,2.7155384615384617,14,52,71.21789681748882,-19.21789681748882,3.7142857142857144,-1.3727069155349159,0.21428571428571427,1,00-0037840,Kyren,Williams,23,K.Williams
2023,REG,2,Rachaad White,RB,TB,3.711232876712329,0,2.71175,17,73,79.83674378827237,-6.836743788272372,4.294117647058823,-0.40216139931013956,0.47058823529411764,1,00-0037256,Rachaad,White,1,R.White
2023,REG,2,Joshua Kelley,RB,LAC,4.447692307692306,0,2.759,13,39,39.09955704109011,-1.099557041090108,3,-0.09162975342417568,0.4166666666666667,0,00-0036370,Joshua,Kelley,25,J.Kelley
2023,REG,2,Joe Mixon,RB,CIN,3.05864406779661,7.6923076923076925,2.1773846153846153,13,59,52.86018151151986,6.139818488480138,4.538461538461538,0.47229372988308754,0.5384615384615384,0,00-0033897,Joe,Mixon,28,J.Mixon
2023,REG,2,Raheem Mostert,RB,MIA,3.14404958677686,11.11111111111111,2.8815555555555554,18,121,80.64163860685294,40.358361393147064,6.722222222222222,2.24213118850817,0.3888888888888889,2,00-0031687,Dominique,Mostert,31,R.Mostert
2023,REG,2,Miles Sanders,RB,CAR,4.914186046511628,0,2.9043076923076923,14,43,55.1891445162196,-12.1891445162196,3.0714285714285716,-0.8706531797299714,0.2857142857142857,0,00-0035243,Miles,Sanders,6,M.Sanders
2023,REG,2,Nick Chubb,RB,CLE,2.8956250000000003,30,2.7946666666666666,10,64,31.394458677474802,32.6055413225252,6.4,3.26055413225252,0.7,0,00-0034791,Nicholas,Chubb,24,N.Chubb
2023,REG,2,Travis Etienne,RB,JAX,3.8492500000000005,16.666666666666664,2.7559166666666672,12,40,44.45163484950903,-4.451634849509027,3.3333333333333335,-0.37096957079241893,0.6666666666666666,0,00-0036973,Travis,Etienne,1,T.Etienne
2023,REG,2,David Montgomery,RB,DET,3.7008955223880595,6.25,2.433333333333333,16,67,45.077346677401884,4.922653322598116,4.1875,0.351618094471294,0.6428571428571429,1,00-0035685,David,Montgomery,5,D.Montgomery
2023,REG,2,Saquon Barkley,RB,NYG,4.27031746031746,23.52941176470588,2.906933333333333,17,63,59.63894855287968,3.3610514471203174,3.7058823529411766,0.19770890865413632,0.47058823529411764,1,00-0034844,Saquon,Barkley,26,S.Barkley
2023,REG,2,Christian McCaffrey,RB,SF,3.19301724137931,5,2.6612,20,116,71.25773497783479,41.74226502216521,5.8,2.196961316956064,0.42105263157894735,1,00-0033280,Christian,McCaffrey,23,C.McCaffrey
2023,REG,2,Najee Harris,RB,PIT,5.374186046511627,10,4.041222222222222,10,43,35.108608190352406,7.891391809647594,4.3,0.7891391809647594,0.5,0,00-0036893,Najee,Harris,22,N.Harris
2023,REG,2,Rhamondre Stevenson,RB,NE,4.206,6.666666666666667,2.5170769230769228,15,50,55.87573872180703,-5.875738721807032,3.3333333333333335,-0.39171591478713547,0.4666666666666667,1,00-0036875,Rhamondre,Stevenson,38,R.Stevenson
2023,REG,2,Tony Jones,RB,NO,4.65764705882353,33.33333333333333,2.79025,12,34,43.62346921413392,-9.62346921413392,2.8333333333333335,-0.8019557678444933,0.4166666666666667,2,00-0035860,Tony,Jones,34,T.Jones
2023,REG,2,Isiah Pacheco,RB,KC,2.827285714285715,41.66666666666667,2.823583333333333,12,70,47.11241690701262,19.887583092987377,5.833333333333333,1.8079620993624888,0.36363636363636365,0,00-0037197,Isiah,Pacheco,10,I.Pacheco
2023,REG,2,Brian Robinson,RB,WAS,3.06264367816092,22.22222222222222,2.8195625,18,87,59.874161976621835,27.125838023378165,4.833333333333333,1.506991001298787,0.3888888888888889,2,00-0037746,Brian,Robinson,8,B.Robinson
2023,REG,3,Rhamondre Stevenson,RB,NE,3.7659322033898306,21.052631578947366,2.533,19,59,75.29702071413749,-16.29702071413749,3.1052631578947367,-0.8577379323230258,0.42105263157894735,0,00-0036875,Rhamondre,Stevenson,38,R.Stevenson
2023,REG,3,Brian Robinson,RB,WAS,2.666285714285714,10,2.6945555555555556,10,70,47.38843844178026,22.61156155821974,7,2.261156155821974,0.6,0,00-0037746,Brian,Robinson,8,B.Robinson
2023,REG,3,Derrick Henry,RB,TEN,8.430499999999999,54.54545454545454,3.48025,11,20,21.438861535232494,-1.438861535232494,1.8181818181818181,-0.13080559411204493,0.45454545454545453,0,00-0032764,Derrick,Henry,22,D.Henry
