Player,PassTD,INT,SACKS,RecTD,RUSH_ATT,RushTD,RUSH_RECEIVE_TD,TD.1,LG,20+,FL,FPTS,FPTS/G,ROST,AIR/A,PKT TIME,SK,KNCK,HRRY,BLITZ,POOR,RZ ATT,RTG,CMP,PassATT,PCT,PassYDS,Y/A,Y/ATT,YBCON,YBCON/ATT,YACON/ATT,TK LOSS,TK LOSS YDS,LNG TD,YACON.1,RushATT,RushYDS,YBC,YBC/R,AIR/R,YAC,YAC/R,YACON/R,% TM,CATCHABLE,RecYDS,Y/R,AIR,DROP,YACON,BRKTKL,LNG,RZ TGT,REC,TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,Rank,G,Pos,Team,week1Targets,week2Targets,week3Targts,week4Targets,week5Targets,week6Targets,week7Targets,week8Targets,week9Targets,week10Targets,week11Targets,week12Targets,week13Targets,week14Targets,week15Targets,week16Targets,week17Targets,week18Targets,TTL,AVG
Kendre Miller,,,,,,,1.0,0.0,18.0,0.0,0.0,43.3,5.4,3.2%,,,,,,,,,,,,,,3.8,3.8,81.0,2.0,1.8,1.0,-4.0,3.0,14.0,41.0,156,,,,,,,,,117.0,11.7,,,75.0,3.0,18.0,0.0,10.0,11.0,4.0,0.0,0.0,0.0,0.0,70.0,8.0,RB,NO,-,-,1,1,4,2,0,1,1,-,bye,-,-,-,-,-,-,1,11.0,1.4
Kendric Pryor,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,265.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Kendrick Bourne,,,,4.0,1,0.0,,,36.0,7.0,1.0,100.0,12.5,4.6%,,,,,,,,,,,,,,,,,,,,,,,,4.0,203,5.5,15.5,203.0,5.5,1.8,10.2%,38.0,406,11.0,574,1.0,67.0,2.0,36.0,6.0,37.0,55.0,14.0,5.0,2.0,0.0,0.0,69.0,8.0,WR,NE,11,9,5,3,5,11,7,4,-,-,bye,-,-,-,-,-,-,-,55.0,6.9
Kene Nwangwu,,,,,,,0.0,0.0,8.0,0.0,0.0,1.3,0.2,0.5%,,,,,,,,,,,,,,2.6,2.6,8.0,1.6,1.0,1.0,-1.0,0.0,0.0,5.0,13,,,,,,,,,0.0,0.0,,,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,8.0,RB,MIN,-,-,-,-,-,-,0,-,-,0,-,0,bye,0,0,0,0,0,0.0,0.0
Kenneth Gainwell,,,,,,,2.0,0.0,32.0,4.0,1.0,97.4,6.1,20.9%,,,,,,,,,,,,,,4.3,4.3,204.0,2.4,1.9,5.0,-12.0,12.0,42.0,84.0,364,,,,,,,,,183.0,6.1,,,160.0,6.0,32.0,0.0,30.0,37.0,10.0,3.0,1.0,0.0,0.0,49.0,16.0,RB,PHI,4,-,2,2,2,2,0,5,1,bye,1,3,6,0,1,3,4,1,37.0,2.3
Kenneth Walker III,,,,,,,8.0,1.0,45.0,11.0,0.0,199.4,13.3,96.8%,,,,,,,,,,,,,,4.1,4.1,581.0,2.7,1.5,25.0,-63.0,23.0,143.0,219.0,905,,,,,,,,,259.0,8.9,,,324.0,20.0,45.0,3.0,29.0,37.0,24.0,7.0,3.0,1.0,0.0,19.0,15.0,RB,SEA,5,2,3,0,bye,3,3,2,2,2,1,-,-,5,3,2,3,1,37.0,2.5
Kenny Irons,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,197.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Kenny McIntosh,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,164.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Kenny McKinley,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,312.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Kenny Pickett,6.0,4.0,23.0,,,1.0,,,,,0.0,114.2,9.5,12.8%,3.7,2.4,23.0,37.0,33.0,81.0,57.0,32.0,82.0,201.0,324.0,62.0,"2,070",6.4,,,,,,,,,42.0,54.0,,,,,,,,,,,"1,194",11.0,,,,,,,80.0,25.0,13.0,4.0,2.0,31.0,12.0,,,,,,,,,,,,,,,,,,,,,,
Kenny Yeboah,,,,,,,0.0,0.0,20.0,1.0,0.0,4.8,1.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,4.0,9.5,20.0,10.0,3.5,0.7%,2.0,28,14.0,19,0.0,7.0,1.0,20.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,100.0,5.0,TE,NYJ,-,-,-,-,-,-,bye,-,-,-,-,-,-,0,0,1,3,0,4.0,0.8
Kenyan Drake,,,,,,,0.0,0.0,0.0,0.0,1.0,3.1,1.0,0.2%,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0,,,,,,,,,31.0,15.5,,,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,130.0,3.0,RB,GB,-,-,3,-,0,bye,-,-,-,-,-,-,-,-,0,-,-,-,3.0,1.0
Kevin Harris,,,,,,,1.0,0.0,18.0,0.0,0.0,21.3,5.3,0.4%,,,,,,,,,,,,,,4.1,4.1,11.0,0.7,3.4,1.0,-2.0,18.0,9.0,16.0,65,,,,,,,,,58.0,19.3,,,54.0,1.0,18.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,89.0,4.0,RB,NE,-,-,-,-,-,-,-,-,-,-,bye,-,-,-,0,0,2,1,3.0,0.8
Kevin Rader,,,,,,,0.0,0.0,6.0,0.0,0.0,1.6,0.1,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,6,6.0,,,,,,,1.0,3.0,,,,,,108.0,14.0,TE,TEN,-,-,-,0,0,0,bye,0,0,0,0,0,0,0,0,0,1,2,3.0,0.2
KhaDarel Hodge,,,,0.0,1,0.0,,,52.0,7.0,0.0,37.2,2.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,150,10.7,23.6,82.0,5.9,3.6,4.5%,14.0,232,16.6,331,0.0,50.0,1.0,52.0,0.0,14.0,23.0,10.0,3.0,2.0,1.0,1.0,127.0,17.0,WR,ATL,0,0,1,2,1,1,1,3,6,0,bye,0,1,2,1,1,2,1,23.0,1.4
Khalil Herbert,,,,,,,2.0,1.0,38.0,8.0,1.0,112.5,9.4,55.9%,,,,,,,,,,,,,,4.6,4.6,329.0,2.5,2.1,9.0,-22.0,11.0,26.0,132.0,611,,,,,,,,,134.0,6.7,,,282.0,13.0,38.0,4.0,20.0,31.0,13.0,5.0,3.0,0.0,0.0,43.0,12.0,RB,CHI,5,3,2,5,3,-,-,-,-,-,3,2,bye,0,1,2,3,2,31.0,2.6
Khalil Shakir,,,,2.0,1,0.0,,,81.0,17.0,0.0,113.1,6.7,6.9%,,,,,,,,,,,,,,,,,,,,,,,,10.0,329,8.4,10.3,282.0,7.2,1.3,8.3%,39.0,611,15.7,402,0.0,51.0,0.0,81.0,2.0,39.0,45.0,25.0,10.0,4.0,2.0,1.0,61.0,17.0,WR,BUF,0,1,1,1,1,1,4,6,4,2,4,5,bye,1,1,3,4,6,45.0,2.6
Khari Blasingame,,,,,,,0.0,0.0,6.0,0.0,0.0,5.8,0.4,0.0%,,,,,,,,,,,,,,3.3,3.3,11.0,1.4,1.9,0.0,0.0,0.0,0.0,8.0,26,,,,,,,,,2.0,0.7,,,15.0,0.0,6.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,121.0,16.0,RB,CHI,1,0,0,0,0,1,1,1,0,-,0,0,bye,1,0,0,1,0,6.0,0.4
Kirk Cousins,18.0,5.0,17.0,,,0.0,,,,,4.0,154.9,19.4,20.4%,4.7,2.5,17.0,45.0,21.0,106.0,39.0,45.0,103.0,216.0,311.0,69.5,"2,331",7.5,,,,,,,,,14.0,25.0,,,,,,,,,,,"1,462",16.0,,,,,,,95.0,34.0,12.0,4.0,3.0,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,
Kirk Merritt,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,153.0,1.0,WR,NO,-,0,-,-,-,-,-,-,-,-,bye,-,-,-,-,-,-,-,0.0,0.0
Ko Kieft,,,,,,,1.0,0.0,2.0,0.0,0.0,7.2,0.5,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,61.0,2.0,2.0,1.0,0.9%,1.0,2,2.0,61,0.0,1.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,94.0,16.0,TE,TB,3,0,0,0,bye,0,0,0,0,0,0,0,0,1,1,0,-,0,5.0,0.3
Kristian Wilkerson,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,234.0,2.0,WR,LV,0,0,-,-,-,-,-,-,-,-,-,-,bye,-,-,-,-,-,0.0,0.0
Kwamie Lassiter II,,,,0.0,0,0.0,,,2.0,0.0,0.0,1.2,1.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2,2.0,,,,,,,1.0,1.0,,,,,,202.0,1.0,WR,CIN,-,-,-,-,1,-,bye,-,-,-,-,-,-,-,-,-,-,-,1.0,1.0
Kyle Allen,0.0,0.0,0.0,,,0.0,,,,,0.0,-1.3,-0.2,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,13.0,-13.0,,,,,,,,,,,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,115.0,7.0,,,,,,,,,,,,,,,,,,,,,,
Kyle Juszczyk,,,,,,,0.0,2.0,3.0,0.0,0.0,38.5,2.3,0.4%,,,,,,,,,,,,,,1.2,1.2,0.0,0.0,0.0,1.0,-1.0,0.0,2.0,5.0,6,,,,,,,,,119.0,8.5,,,0.0,0.0,3.0,5.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,77.0,17.0,RB,SF,0,0,0,1,4,1,0,0,bye,3,0,1,0,0,2,2,3,0,17.0,1.0
Kyle Philips,,,,0.0,0,0.0,,,29.0,4.0,1.0,31.1,3.5,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,102,6.8,13.1,79.0,5.3,1.0,4.6%,16.0,181,12.1,197,1.0,15.0,1.0,29.0,1.0,15.0,22.0,9.0,4.0,0.0,0.0,0.0,139.0,9.0,WR,TEN,-,-,-,-,1,2,bye,3,5,5,1,2,-,0,-,-,-,3,22.0,2.4
Kyle Pitts,,,,,,,3.0,0.0,39.0,10.0,0.0,137.3,8.1,81.6%,,,,,,,,,,,,,,,,,,,,,,,1.0,-4.0,533.0,10.1,19.4,134.0,2.5,0.6,17.7%,57.0,667,12.6,"1,029",4.0,30.0,0.0,39.0,5.0,53.0,90.0,32.0,7.0,3.0,0.0,0.0,13.0,17.0,TE,ATL,3,5,9,4,11,6,5,5,5,5,bye,2,8,6,4,4,5,3,90.0,5.3
Kyle Trask,0.0,0.0,0.0,,,0.0,,,,,0.0,-0.1,-0.1,0.1%,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1.0,0.0,0,0.0,,,,,,,,,1.0,-1.0,,,,,,,,,,,0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,111.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Kylen Granson,,,,,,,1.0,0.0,46.0,9.0,0.0,73.0,4.9,0.8%,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,240.0,8.0,13.4,128.0,4.3,0.8,9.2%,33.0,368,12.3,402,3.0,23.0,0.0,46.0,5.0,30.0,50.0,14.0,5.0,2.0,2.0,0.0,33.0,15.0,TE,IND,6,4,4,5,3,4,-,-,2,2,bye,1,3,4,1,7,3,1,50.0,3.3
Kyler Murray,10.0,5.0,18.0,,,3.0,,,,,0.0,151.4,18.9,73.2%,3.5,2.4,18.0,19.0,20.0,73.0,35.0,28.0,90.0,176.0,268.0,65.7,"1,799",6.7,,,,,,,,,44.0,244.0,,,,,,,,,,,944,10.0,,,,,,,75.0,22.0,8.0,1.0,0.0,27.0,8.0,,,,,,,,,,,,,,,,,,,,,,
Kyren Williams,,,,,,,12.0,3.0,56.0,11.0,2.0,255.0,21.3,93.5%,,,,,,,,,,,,,,5.0,5.0,791.0,3.5,1.5,15.0,-23.0,28.0,46.0,228.0,"1,144",,,,,,,,,206.0,6.4,,,353.0,20.0,56.0,12.0,32.0,48.0,26.0,7.0,2.0,1.0,1.0,7.0,12.0,RB,LAR,2,10,7,3,2,0,-,-,-,bye,-,6,5,4,7,0,2,-,48.0,4.0
La'Mical Perine,,,,,,,0.0,0.0,10.0,0.0,0.0,14.0,2.8,0.6%,,,,,,,,,,,,,,3.5,3.5,34.0,1.5,2.0,1.0,-3.0,0.0,7.0,22.0,77,,,,,,,,,33.0,11.0,,,43.0,1.0,10.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,103.0,5.0,RB,KC,-,-,-,-,-,-,-,-,1,bye,-,0,-,-,-,0,0,4,5.0,1.0
La'Michael Pettway,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,146.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Lamar Jackson,24.0,7.0,37.0,,,5.0,,,,,6.0,338.2,21.1,97.6%,4.7,2.7,37.0,29.0,22.0,169.0,73.0,61.0,102.0,307.0,457.0,67.2,"3,678",8.0,,,,,,,,,148.0,821.0,,,,,,,,,,,"2,140",22.0,,,,,,,150.0,51.0,21.0,9.0,5.0,4.0,16.0,,,,,,,,,,,,,,,,,,,,,,
Lance McCutcheon,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,260.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Laquon Treadwell,,,,0.0,0,0.0,,,16.0,0.0,0.0,2.6,0.7,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,16,16.0,,,,,,,1.0,3.0,,,,,,196.0,4.0,WR,BAL,-,-,-,0,0,-,-,-,-,-,-,-,bye,-,-,-,0,3,3.0,0.8
Latavius Murray,,,,,,,4.0,0.0,29.0,2.0,0.0,82.9,5.2,14.3%,,,,,,,,,,,,,,3.8,3.8,174.0,2.2,1.6,5.0,-10.0,4.0,37.0,79.0,300,,,,,,,,,119.0,7.0,,,126.0,2.0,29.0,3.0,17.0,22.0,6.0,2.0,0.0,0.0,0.0,54.0,16.0,RB,BUF,2,2,1,2,1,0,2,1,1,3,0,5,bye,1,0,0,1,-,22.0,1.4
Laviska Shenault Jr.,,,,0.0,12,0.0,,,14.0,0.0,0.0,21.5,2.7,0.1%,,,,,,,,,,,,,,,,,,,,,,,,55.0,-25,-2.5,-2.5,85.0,8.5,1.2,1.9%,10.0,60,6.0,-25,0.0,12.0,1.0,14.0,0.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,155.0,8.0,WR,CAR,2,0,1,1,0,3,bye,-,-,-,2,1,-,-,-,-,-,-,10.0,1.3
Lawrence Cager,,,,1.0,0,0.0,1.0,0.0,10.0,0.0,0.0,13.6,1.5,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9,2.3,5.3,27.0,6.8,1.0,1.0%,4.0,36,9.0,21,0.0,4.0,0.0,10.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,169.0,9.0,WR,NYG,2,-,-,0,-,0,-,-,0,2,0,0,bye,0,1,-,-,-,5.0,0.6
Leonard Fournette,,,,,,,0.0,0.0,9.0,0.0,0.0,4.0,2.0,3.0%,,,,,,,,,,,,,,3.3,3.3,20.0,1.7,1.7,1.0,-1.0,0.0,0.0,12.0,40,,,,,,,,,0.0,0.0,,,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,2.0,RB,BUF,-,-,-,-,-,-,-,-,-,-,-,-,bye,-,-,0,-,0,0.0,0.0
Leroy Watson IV,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,144.0,4.0,TE,CLE,-,-,-,-,bye,-,-,-,-,0,-,-,-,0,0,-,-,0,0.0,0.0
Levi Bell,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,176.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Lew Nichols III,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,170.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Lil'Jordan Humphrey,,,,3.0,0,0.0,,,54.0,4.0,0.0,47.2,2.8,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,63,4.8,14.3,99.0,7.6,3.6,4.0%,14.0,162,12.5,186,1.0,47.0,0.0,54.0,4.0,13.0,19.0,7.0,1.0,1.0,1.0,1.0,115.0,17.0,WR,DEN,2,2,0,1,0,0,0,0,bye,1,1,1,1,1,4,0,4,1,19.0,1.1
Logan Thomas,,,,,,,4.0,0.0,29.0,3.0,2.0,126.8,7.9,37.3%,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,267.0,4.9,8.7,229.0,4.2,1.1,13.0%,57.0,496,9.0,477,2.0,58.0,1.0,29.0,9.0,55.0,78.0,17.0,3.0,0.0,0.0,0.0,16.0,16.0,TE,WAS,8,3,-,3,11,1,6,8,5,5,8,4,1,bye,3,6,4,2,78.0,4.9
Logan Woodside,0.0,1.0,1.0,,,0.0,,,,,0.0,0.7,0.7,0.0%,0.5,2.4,1.0,1.0,0.0,0.0,0.0,0.0,53.0,3.0,4.0,75.0,27,6.8,,,,,,,,,1.0,6.0,,,,,,,,,,,2,0.0,,,,,,,2.0,0.0,0.0,0.0,0.0,75.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Lucas Krull,,,,,,,1.0,0.0,35.0,2.0,0.0,23.5,3.4,0.1%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,45.0,5.6,16.6,50.0,6.3,1.1,2.9%,8.0,95,11.9,133,0.0,9.0,0.0,35.0,2.0,8.0,14.0,3.0,1.0,1.0,0.0,0.0,73.0,7.0,TE,DEN,-,-,-,-,-,-,-,-,bye,1,-,-,1,1,3,5,2,1,14.0,2.0
Lucky Jackson,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,271.0,3.0,WR,MIN,-,-,-,-,-,-,-,-,-,-,-,-,bye,-,-,0,0,0,0.0,0.0
Luke Farrell,,,,,,,0.0,0.0,42.0,4.0,0.0,28.5,1.7,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,59.0,4.5,5.5,96.0,7.4,0.8,2.5%,13.0,155,11.9,71,0.0,11.0,1.0,42.0,1.0,13.0,15.0,4.0,2.0,1.0,1.0,0.0,65.0,17.0,TE,JAC,0,0,1,2,1,0,0,1,bye,0,2,5,1,0,1,0,1,0,15.0,0.9
Luke Musgrave,,,,,,,1.0,0.0,37.0,7.0,0.0,75.2,6.8,10.3%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,183.0,5.4,10.1,169.0,5.0,0.7,8.2%,37.0,352,10.4,344,3.0,24.0,0.0,37.0,5.0,34.0,46.0,12.0,5.0,2.0,0.0,0.0,31.0,11.0,TE,GB,4,3,8,1,7,bye,5,3,4,4,6,-,-,-,-,-,-,1,46.0,4.2
Luke Schoonmaker,,,,,,,2.0,0.0,18.0,0.0,0.0,26.5,1.6,0.3%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,38.0,4.8,10.1,27.0,3.4,1.6,2.5%,11.0,65,8.1,81,3.0,13.0,1.0,18.0,5.0,8.0,15.0,4.0,0.0,0.0,0.0,0.0,68.0,17.0,TE,DAL,0,1,1,3,1,0,bye,1,1,1,2,2,1,0,0,1,0,0,15.0,0.9
Lynn Bowden Jr.,,,,0.0,5,0.0,,,17.0,0.0,0.0,22.5,1.5,0.1%,,,,,,,,,,,,,,,,,,,,,,,,32.0,26,2.4,7.3,57.0,5.2,2.3,2.8%,12.0,83,7.5,80,1.0,25.0,0.0,17.0,0.0,11.0,16.0,4.0,0.0,0.0,0.0,0.0,152.0,15.0,WR,NO,-,-,0,1,0,0,0,0,0,1,bye,2,1,4,5,0,1,1,16.0,1.1
Mac Jones,10.0,12.0,22.0,,,0.0,,,,,2.0,118.3,10.8,3.0%,3.2,2.2,22.0,24.0,30.0,92.0,54.0,27.0,72.0,224.0,345.0,64.9,"2,120",6.1,,,,,,,,,26.0,96.0,,,,,,,,,,,"1,117",16.0,,,,,,,84.0,17.0,7.0,2.0,1.0,30.0,11.0,,,,,,,,,,,,,,,,,,,,,,
Mack Hollins,,,,0.0,0,0.0,,,45.0,5.0,0.0,43.1,3.3,0.4%,,,,,,,,,,,,,,,,,,,,,,,,0.0,196,10.9,20.6,55.0,3.1,0.6,5.9%,20.0,251,13.9,370,2.0,10.0,0.0,45.0,2.0,18.0,30.0,10.0,3.0,1.0,1.0,0.0,119.0,13.0,WR,ATL,4,6,4,3,2,4,0,3,3,-,bye,-,-,1,-,0,0,0,30.0,2.3
Madison Hedgecock,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,203.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Malik Cunningham,0.0,0.0,1.0,,,0.0,,,,,0.0,0.0,0.0,0.1%,0.0,1.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,91.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Malik Davis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,167.0,2.0,RB,DAL,-,-,-,-,-,0,bye,-,-,-,-,-,-,-,0,-,-,-,0.0,0.0
Malik Heath,,,,1.0,0,0.0,,,16.0,0.0,0.0,33.5,2.6,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,90,6.0,14.0,35.0,2.3,0.9,4.3%,17.0,125,8.3,210,2.0,14.0,1.0,16.0,4.0,15.0,24.0,6.0,0.0,0.0,0.0,0.0,135.0,13.0,WR,GB,1,1,2,-,-,bye,-,-,1,0,1,4,2,2,3,1,2,4,24.0,1.8
Malik Knowles,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,249.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Malik Taylor,,,,0.0,0,0.0,,,7.0,0.0,0.0,3.3,1.1,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,6,3.0,44.5,7.0,3.5,0.0,0.7%,2.0,13,6.5,89,0.0,0.0,0.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,194.0,3.0,WR,NYJ,-,-,-,-,-,-,bye,0,2,2,-,-,-,-,-,-,-,-,4.0,1.3
Malik Willis,0.0,0.0,4.0,,,0.0,,,,,1.0,3.1,1.0,0.1%,4.8,2.8,4.0,0.0,0.0,0.0,1.0,0.0,40.0,4.0,5.0,80.0,74,14.8,,,,,,,,,5.0,21.0,,,,,,,,,,,24,0.0,,,,,,,2.0,1.0,1.0,1.0,0.0,71.0,3.0,,,,,,,,,,,,,,,,,,,,,,
Marcedes Lewis,,,,,,,1.0,0.0,16.0,0.0,0.0,12.9,0.8,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.3,29.0,7.3,0.8,1.0%,4.0,29,7.3,9,0.0,3.0,0.0,16.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,83.0,17.0,TE,CHI,0,0,0,1,0,0,1,0,0,0,1,0,bye,1,0,1,0,0,5.0,0.3
Marcus Mariota,1.0,1.0,3.0,,,0.0,,,,,1.0,12.7,4.2,4.3%,4.3,2.4,3.0,1.0,2.0,9.0,2.0,3.0,54.0,15.0,23.0,65.2,164,7.1,,,,,,,,,8.0,52.0,,,,,,,,,,,100,0.0,,,,,,,9.0,1.0,0.0,0.0,0.0,64.0,3.0,,,,,,,,,,,,,,,,,,,,,,
Mark Andrews,,,,,,,6.0,0.0,38.0,11.0,0.0,135.4,13.5,51.0%,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,328.0,7.3,9.9,216.0,4.8,1.1,12.8%,50.0,544,12.1,444,3.0,50.0,4.0,38.0,14.0,45.0,61.0,23.0,8.0,3.0,0.0,0.0,15.0,10.0,TE,BAL,-,8,5,5,10,6,6,5,10,4,2,-,bye,-,-,-,-,-,61.0,6.1
Marko Mitchell,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,316.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Marlon Mack,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,207.0,2.0,RB,ARI,0,-,-,-,-,-,-,-,-,-,0,-,-,bye,-,-,-,-,0.0,0.0
Marquez Branson,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,187.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Marquez Callaway,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,232.0,3.0,WR,NO,-,-,-,-,-,-,-,-,-,-,bye,-,0,0,0,-,-,-,0.0,0.0
