season,sleeper_id,player,position,team,injury_probability,injuries_per_season,injury_probability_per_game,projected_games_missed,durability,updated_at
2026,6853,Van Jefferson,WR,WAS,0.22,0.8,0.01,0.7,5.0,2026 copied table
2026,12504,Kaleb Johnson,RB,PIT,0.19,0,0.01,0.9,2.4,2026 copied table
2026,7066,K.J. Osborn,WR,TEN,0.17,0.3,0.01,0.7,5.0,2026 copied table
2026,11577,Will Shipley,RB,PHI,0.19,0,0.01,0.9,3.3,2026 copied table
2026,5973,Josh Oliver,TE,MIN,0.09,0.4,0.01,0.4,3.7,2026 copied table
2026,5133,Tyler Conklin,TE,DET,0.13,0.3,0.01,0.7,5.0,2026 copied table
2026,10225,Jonathan Mingo,WR,DAL,0.18,1,0.01,0.6,3.4,2026 copied table
2026,11565,J.J. McCarthy,QB,MIN,0.36,2.5,0.03,1.4,0.9,2026 copied table
2026,7607,Michael Carter,RB,TEN,0.19,0.6,0.01,0.7,5.0,2026 copied table
2026,2078,Odell Beckham Jr.,WR,NYG,0.3,1.4,0.02,1.0,2.8,2026 copied table
2026,11579,Audric Estime,RB,NO,0.14,1,0.01,0.4,5.0,2026 copied table
2026,13354,Eric McAlister,WR,RK,0.12,TBD,0.01,0.6,5.0,2026 copied table
2026,11651,Isaac Guerendo,RB,SF,0.33,3.5,0.02,0.9,5.0,2026 copied table
2026,13275,Ty Simpson,QB,LAR,0.35,TBD,0.03,1.7,0.1,2026 copied table
2026,6001,Drew Sample,TE,CIN,0.1,0.3,0.01,0.3,4.8,2026 copied table
2026,10871,Luke Schoonmaker,TE,DAL,0.13,0.3,0.01,0.9,5.0,2026 copied table
2026,4351,Tim Patrick,WR,NYJ,0.07,0.3,0.0,0.1,2.9,2026 copied table
2026,12539,Arian Smith,WR,NYJ,0.06,0,0.0,0.5,5.0,2026 copied table
2026,9497,Jalin Hyatt,WR,NYG,0.15,0.7,0.01,0.6,5.0,2026 copied table
2026,4054,Mo Alie-Cox,TE,IND,0.13,0.4,0.01,0.6,5.0,2026 copied table
2026,11617,Malachi Corley,WR,CLE,0.11,0,0.01,0.9,5.0,2026 copied table
2026,10235,Roschon Johnson,RB,CHI,0.18,0.5,0.01,0.8,5.0,2026 copied table
2026,11636,Johnny Wilson,WR,PHI,0.08,1,0.0,0.3,5.0,2026 copied table
2026,5917,Mecole Hardman,WR,BUF,0.09,0.3,0.01,0.5,5.0,2026 copied table
2026,11439,Jaleel McLaughlin,RB,DEN,0.17,0.3,0.01,0.8,5.0,2026 copied table
2026,6927,Quez Watkins,WR,PHI,0.07,0,0.0,0.6,5.0,2026 copied table
2026,5008,Durham Smythe,TE,BAL,0.15,0.3,0.01,1.2,5.0,2026 copied table
2026,7535,Hunter Long,TE,JAC,0.12,0.2,0.01,0.7,5.0,2026 copied table
2026,7537,Jaret Patterson,RB,LAC,0.15,0,0.01,0.6,5.0,2026 copied table
2026,8168,Skyy Moore,WR,GB,0.28,1,0.02,0.6,5.0,2026 copied table
2026,5121,Braxton Berrios,WR,NYG,0.06,0,0.0,0.6,5.0,2026 copied table
2026,11574,Dylan Laube,RB,LVR,0.07,0,0.0,0.3,5.0,2026 copied table
2026,2374,Tyler Lockett,WR,UNS,0.33,0.7,0.02,1.9,5.0,2026 copied table
2026,4381,Taysom Hill,TE,UNS,0.34,1.4,0.02,1.3,2.9,2026 copied table
2026,11619,Ja'Lynn Polk,WR,UNS,0.35,1.5,0.03,0.8,1.1,2026 copied table
2026,6847,Devin Duvernay,WR,ARI,0.06,0,0.0,0.6,5.0,2026 copied table
2026,7720,Kene Nwangwu,RB,NYJ,0.07,0,0.0,0.3,5.0,2026 copied table
2026,4018,Joe Mixon,RB,UNS,0.66,1.1,0.06,2.6,5.0,2026 copied table
