season ,season_type ,week ,player_display_name   ,player_position ,team_abbr ,efficiency          ,percent_attempts_gte_eight_defenders ,avg_time_to_los    ,rush_attempts ,rush_yards ,expected_rush_yards ,rush_yards_over_expected ,avg_rush_yards      ,rush_yards_over_expected_per_att ,rush_pct_over_expected ,rush_touchdowns ,player_gsis_id ,player_first_name ,player_last_name ,player_jersey_number ,player_short_name ,Player_x              ,Team_x ,ATT   ,YDS       ,TDS ,REC_x ,YDS.1 ,TDS.1 ,FL_x ,FPTS_x ,Oline_Rank ,depth_chart_num ,Player_y              ,PassTD ,INT ,SACKS ,RecTD ,RUSH_ATT ,RushTD ,RUSH_RECEIVE_TD ,TD.1 ,LG   ,20+  ,FL_y ,FPTS_y ,FPTS/G ,ROST   ,AIR/A ,PKT TIME ,SK ,KNCK ,HRRY ,BLITZ ,POOR ,RZ ATT ,RTG ,CMP ,PassATT ,PCT ,PassYDS ,Y/A ,Y/ATT ,YBCON ,YBCON/ATT ,YACON/ATT ,TK LOSS ,TK LOSS YDS ,LNG TD ,YACON.1 ,RushATT ,RushYDS ,YBC ,YBC/R ,AIR/R ,YAC ,YAC/R ,YACON/R ,% TM ,CATCHABLE ,RecYDS ,Y/R  ,AIR ,DROP ,YACON ,BRKTKL ,LNG  ,RZ TGT ,REC_y ,TGT  ,10+ YDS ,20+ YDS ,30+ YDS ,40+ YDS ,50+ YDS ,Rank  ,G    ,Pos ,Team_y ,week1Targets ,week2Targets ,week3Targts ,week4Targets ,week5Targets ,week6Targets ,week7Targets ,week8Targets ,week9Targets ,week10Targets ,week11Targets ,week12Targets ,week13Targets ,week14Targets ,week15Targets ,week16Targets ,week17Targets ,week18Targets ,TTL  ,AVG
  2023 ,REG         ,   6 ,D'Onta Foreman        ,RB              ,CHI       , 3.5493846153846156 ,                 20.0                ,2.616928571428572  ,           15 ,        65 , 57.606945888245754 ,7.393054111754246        , 4.333333333333333  ,0.4928702741169497               ,    0.6                ,              0 ,00-0033925     ,D'Onta            ,Foreman          ,                  21 ,D.Foreman         ,D'Onta Foreman        ,CHI    ,132.2 ,585.7     ,3.0 ,  8.0 , 58.6 ,  0.4 , 0.5 ,  91.2 ,        19 ,2               ,D'Onta Foreman        ,       ,    ,      ,      ,         ,       ,            4.0 , 1.0 ,22.0 , 1.0 , 0.0 ,  91.2 ,  10.1 ,32.8%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,3.9 ,  3.9 ,290.0 ,      2.7 ,      1.2 ,   11.0 ,-35.0       ,   4.0 ,   14.0 ,  109.0 ,425     ,    ,      ,      ,    ,      ,        ,     ,          ,  77.0 , 7.0 ,    ,     ,135.0 ,   7.0 ,22.0 ,   2.0 , 11.0 ,16.0 ,   12.0 ,    1.0 ,    0.0 ,    0.0 ,    0.0 , 51.0 , 9.0 ,RB  ,CHI    ,3            ,-            ,-           ,-            ,-            ,1            ,5            ,2            ,0            ,2             ,0             ,-             ,bye           ,3             ,0             ,-             ,-             ,-             ,16.0 ,1.8
  2023 ,REG         ,   6 ,Derrick Henry         ,RB              ,TEN       , 2.624123711340206  ,                 50.0                ,3.0530909090909093 ,           12 ,        97 , 47.48279625694782  ,49.51720374305218        , 8.083333333333334  ,4.126433645254348                ,    0.25               ,              1 ,00-0032764     ,Derrick           ,Henry            ,                  22 ,D.Henry           ,Derrick Henry         ,BAL    ,308.5 ,"1,296.9" ,9.5 , 30.1 ,244.0 ,  0.6 , 1.3 , 242.4 ,        32 ,1               ,Derrick Henry         ,       ,    ,      ,      ,         ,       ,           12.0 , 0.0 ,69.0 ,11.0 , 0.0 , 246.7 ,  14.5 ,99.0%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,4.2 ,  4.2 ,597.0 ,      2.1 ,      2.0 ,   27.0 ,-62.0       ,  29.0 ,   46.0 ,  280.0 ,"1,167" ,    ,      ,      ,    ,      ,        ,     ,          , 214.0 , 7.6 ,    ,     ,570.0 ,  23.0 ,69.0 ,   2.0 , 28.0 ,36.0 ,   23.0 ,    5.0 ,    2.0 ,    2.0 ,    2.0 ,  8.0 ,17.0 ,RB  ,TEN    ,3            ,4            ,0           ,1            ,3            ,2            ,bye          ,4            ,4            ,1             ,2             ,2             ,2             ,2             ,4             ,1             ,1             ,0             ,36.0 ,2.1
  2023 ,REG         ,   6 ,Devin Singletary      ,RB              ,HOU       , 3.439482758620689  ,                 41.66666666666667   ,2.767              ,           12 ,        58 , 53.151928316672425 ,4.848071683327575        , 4.833333333333333  ,0.4040059736106312               ,    0.4166666666666667 ,              0 ,00-0035250     ,Devin             ,Singletary       ,                  26 ,D.Singletary      ,Devin Singletary      ,NYG    ,134.1 ,635.4     ,3.3 , 24.1 ,186.2 ,  0.4 , 1.1 , 126.2 ,        15 ,2               ,Devin Singletary      ,       ,    ,      ,      ,         ,       ,            4.0 , 0.0 ,24.0 , 3.0 , 0.0 , 167.3 ,   9.8 ,80.7%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,4.2 ,  4.2 ,551.0 ,      2.6 ,      1.6 ,   19.0 ,-40.0       ,  11.0 ,   42.0 ,  216.0 ,898     ,    ,      ,      ,    ,      ,        ,     ,          , 193.0 , 6.4 ,    ,     ,347.0 ,  10.0 ,24.0 ,   4.0 , 30.0 ,38.0 ,   23.0 ,    3.0 ,    0.0 ,    0.0 ,    0.0 , 32.0 ,17.0 ,RB  ,HOU    ,0            ,1            ,2           ,1            ,1            ,2            ,bye          ,2            ,2            ,2             ,2             ,7             ,1             ,3             ,5             ,3             ,3             ,1             ,38.0 ,2.2
  2023 ,REG         ,   6 ,Josh Jacobs           ,RB              ,LV        , 4.8225974025974025 ,                 24.0                ,2.673086956521739  ,           25 ,        77 , 80.88564259086658  ,-3.8856425908665817      , 3.08               ,-0.1554257036346632              ,    0.36               ,              0 ,00-0035700     ,Joshua            ,Jacobs           ,                   8 ,J.Jacobs          ,Josh Jacobs           ,GB     ,260.5 ,"1,107.4" ,8.7 , 38.5 ,280.4 ,  0.6 , 1.1 , 230.8 ,        10 ,1               ,Josh Jacobs           ,       ,    ,      ,      ,         ,       ,            6.0 , 0.0 ,63.0 , 8.0 , 1.0 , 181.1 ,  13.9 ,95.1%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,3.5 ,  3.5 ,512.0 ,      2.2 ,      1.3 ,   26.0 ,-56.0       ,  63.0 ,   82.0 ,  233.0 ,805     ,    ,      ,      ,    ,      ,        ,     ,          , 296.0 , 8.0 ,    ,     ,293.0 ,  10.0 ,63.0 ,   6.0 , 37.0 ,54.0 ,    9.0 ,    3.0 ,    2.0 ,    2.0 ,    1.0 , 28.0 ,13.0 ,RB  ,LV     ,3            ,6            ,5           ,11           ,5            ,5            ,4            ,4            ,0            ,2             ,1             ,6             ,bye           ,2             ,-             ,-             ,-             ,-             ,54.0 ,4.2
  2023 ,REG         ,   7 ,Austin Ekeler         ,RB              ,LAC       , 4.112              ,                 21.428571428571427  ,2.4228571428571426 ,           14 ,        45 , 51.966601981756895 ,-6.966601981756895       , 3.2142857142857144 ,-0.4976144272683496              ,    0.4285714285714285 ,              0 ,00-0033699     ,Austin            ,Ekeler           ,                  30 ,A.Ekeler          ,Austin Ekeler         ,WAS    ,188.8 ,787.2     ,8.4 , 71.9 ,559.9 ,  3.4 , 2.3 , 272.6 ,        16 ,1               ,Austin Ekeler         ,       ,    ,      ,      ,         ,       ,            5.0 , 1.0 ,55.0 , 7.0 , 4.0 , 185.4 ,  13.2 ,99.1%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,3.5 ,  3.5 ,357.0 ,      2.0 ,      1.5 ,   16.0 ,-40.0       ,   3.0 ,  124.0 ,  179.0 ,628     ,    ,      ,      ,    ,      ,        ,     ,          , 436.0 , 8.5 ,    ,     ,271.0 ,   9.0 ,55.0 ,   9.0 , 51.0 ,74.0 ,    7.0 ,    3.0 ,    2.0 ,    1.0 ,    1.0 , 26.0 ,14.0 ,RB  ,LAC    ,5            ,-            ,-           ,-            ,bye          ,6            ,2            ,8            ,7            ,7             ,3             ,6             ,3             ,7             ,6             ,4             ,2             ,8             ,74.0 ,5.3
  2023 ,REG         ,   7 ,Zack Moss             ,RB              ,IND       , 4.480175438596492  ,                 11.11111111111111   ,2.7071333333333336 ,           18 ,        57 , 46.1535471299429   ,10.8464528700571         , 3.1666666666666665 ,0.6025807150031722               ,    0.5555555555555556 ,              0 ,00-0036251     ,Zaccheus          ,Moss             ,                  21 ,Z.Moss            ,Zack Moss             ,CIN    , 88.8 ,457.0     ,2.6 , 15.7 ,113.3 ,  0.8 , 0.6 ,  91.8 ,         3 ,2               ,Zack Moss             ,       ,    ,      ,      ,         ,       ,            5.0 , 2.0 ,56.0 ,11.0 , 0.0 , 169.6 ,  12.1 ,66.8%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,4.3 ,  4.3 ,483.0 ,      2.6 ,      1.7 ,   14.0 ,-25.0       ,  56.0 ,   58.0 ,  183.0 ,794     ,    ,      ,      ,    ,      ,        ,     ,          , 192.0 , 7.1 ,    ,     ,311.0 ,   4.0 ,56.0 ,   5.0 , 27.0 ,37.0 ,   19.0 ,    6.0 ,    2.0 ,    2.0 ,    1.0 , 31.0 ,14.0 ,RB  ,IND    ,-            ,4            ,3           ,1            ,2            ,7            ,2            ,1            ,0            ,0             ,bye           ,3             ,3             ,8             ,3             ,-             ,-             ,0             ,37.0 ,2.6
  2023 ,REG         ,   7 ,Darrell Henderson     ,RB              ,LAR       , 3.792459016393442  ,                 16.666666666666664  ,2.51225            ,           18 ,        61 , 73.14818267868264  ,-12.148182678682645      , 3.388888888888889  ,-0.6748990377045914              ,    0.2777777777777778 ,              1 ,00-0035664     ,Darrell           ,Henderson        ,                  27 ,D.Henderson       ,                      ,       ,      ,          ,    ,      ,      ,      ,     ,       ,        14 ,-1              ,                      ,       ,    ,      ,      ,         ,       ,                ,     ,     ,     ,     ,       ,       ,       ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,    ,      ,      ,          ,          ,        ,            ,       ,        ,        ,        ,    ,      ,      ,    ,      ,        ,     ,          ,       ,     ,    ,     ,      ,       ,     ,       ,      ,     ,        ,        ,        ,        ,        ,      ,     ,    ,       ,             ,             ,            ,             ,             ,             ,             ,             ,             ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     , 
  2023 ,REG         ,   7 ,Jerome Ford           ,RB              ,CLE       , 3.4163513513513513 ,                 27.27272727272727   ,2.979875           ,           11 ,        74 , 48.21986342420201  ,25.78013657579799        , 6.7272727272727275 ,2.343648779617999                ,    0.2727272727272727 ,              1 ,00-0037267     ,Jerome            ,Ford             ,                  34 ,J.Ford            ,Jerome Ford           ,CLE    ,121.5 ,587.7     ,3.3 , 20.4 ,170.4 ,  1.7 , 1.2 , 123.9 ,        22 ,1               ,Jerome Ford           ,       ,    ,      ,      ,         ,       ,            4.0 , 5.0 ,69.0 ,11.0 , 1.0 , 211.2 ,  12.4 ,82.9%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,4.0 ,  4.0 ,500.0 ,      2.5 ,      1.5 ,   34.0 ,-91.0       ,  69.0 ,   81.0 ,  204.0 ,813     ,    ,      ,      ,    ,      ,        ,     ,          , 319.0 , 7.3 ,    ,     ,313.0 ,  21.0 ,69.0 ,   6.0 , 44.0 ,63.0 ,   23.0 ,    5.0 ,    2.0 ,    2.0 ,    2.0 , 16.0 ,17.0 ,RB  ,CLE    ,0            ,4            ,3           ,6            ,bye          ,2            ,4            ,2            ,7            ,1             ,5             ,7             ,3             ,6             ,5             ,2             ,3             ,3             ,63.0 ,3.7
  2023 ,REG         ,   7 ,Cam Akers             ,RB              ,MIN       , 4.943870967741935  ,                 20.0                ,2.423              ,           10 ,        31 , 38.07030841072154  ,-7.0703084107215375      , 3.1                ,-0.7070308410721537              ,    0.3                ,              0 ,00-0036414     ,Cam               ,Akers            ,                  31 ,C.Akers           ,Cam Akers             ,MIN    ,230.6 ,797.7     ,5.6 , 21.3 ,171.5 ,  0.5 , 1.0 , 152.6 ,        12 ,3               ,Cam Akers             ,       ,    ,      ,      ,         ,       ,            2.0 , 0.0 ,19.0 , 0.0 , 0.0 ,  46.7 ,   6.7 ,20.5%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,2.8 ,  2.8 ,100.0 ,      1.7 ,      1.1 ,   12.0 ,-34.0       ,   6.0 ,   34.0 ,   60.0 ,167     ,    ,      ,      ,    ,      ,        ,     ,          ,  70.0 , 6.4 ,    ,     , 67.0 ,   6.0 ,19.0 ,   2.0 , 11.0 ,12.0 ,    4.0 ,    0.0 ,    0.0 ,    0.0 ,    0.0 , 66.0 , 7.0 ,RB  ,MIN    ,0            ,-            ,-           ,2            ,2            ,1            ,3            ,1            ,3            ,-             ,-             ,-             ,bye           ,-             ,-             ,-             ,-             ,-             ,12.0 ,1.7
  2023 ,REG         ,   7 ,Saquon Barkley        ,RB              ,NYG       , 3.7977922077922086 ,                 19.047619047619047  ,2.6492105263157897 ,           21 ,        77 , 71.86340427336793  ,5.136595726632066        , 3.6666666666666665 ,0.2445997965062888               ,    0.4761904761904761 ,              0 ,00-0034844     ,Saquon            ,Barkley          ,                  26 ,S.Barkley         ,Saquon Barkley        ,PHI    ,252.0 ,"1,087.5" ,7.5 , 50.9 ,353.1 ,  2.0 , 1.0 , 250.0 ,        30 ,1               ,Saquon Barkley        ,       ,    ,      ,      ,         ,       ,            6.0 , 4.0 ,36.0 ,12.0 , 2.0 , 223.2 ,  15.9 ,100.0% ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,3.9 ,  3.9 ,509.0 ,      2.1 ,      1.8 ,   38.0 ,-80.0       ,   7.0 ,   33.0 ,  247.0 ,962     ,    ,      ,      ,    ,      ,        ,     ,          , 280.0 , 6.8 ,    ,     ,453.0 ,  12.0 ,36.0 ,   5.0 , 41.0 ,60.0 ,   26.0 ,    7.0 ,    5.0 ,    0.0 ,    0.0 , 13.0 ,14.0 ,RB  ,NYG    ,4            ,7            ,-           ,-            ,-            ,5            ,4            ,5            ,4            ,3             ,5             ,3             ,bye           ,4             ,2             ,6             ,6             ,2             ,60.0 ,4.3
  2023 ,REG         ,   7 ,D'Andre Swift         ,RB              ,PHI       , 4.213064516129033  ,                 13.333333333333334  ,2.981357142857143  ,           15 ,        62 , 63.7952088530873   ,-1.7952088530873027      , 4.133333333333334  ,-0.1196805902058201              ,    0.4666666666666667 ,              0 ,00-0036275     ,D'Andre           ,Swift            ,                   0 ,D.Swift           ,D'Andre Swift         ,CHI    ,125.3 ,684.0     ,5.6 , 37.5 ,315.7 ,  1.9 , 1.0 , 180.9 ,         1 ,3               ,D'Andre Swift         ,       ,    ,      ,      ,         ,       ,            5.0 , 1.0 ,43.0 ,10.0 , 1.0 , 199.3 ,  12.5 ,96.7%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,4.6 ,  4.6 ,690.0 ,      3.0 ,      1.6 ,   23.0 ,-54.0       ,   7.0 ,   60.0 ,  229.0 ,"1,049" ,    ,      ,      ,    ,      ,        ,     ,          , 214.0 , 5.5 ,    ,     ,359.0 ,  18.0 ,43.0 ,   4.0 , 39.0 ,49.0 ,   22.0 ,    6.0 ,    3.0 ,    1.0 ,    0.0 , 20.0 ,16.0 ,RB  ,PHI    ,2            ,3            ,2           ,4            ,6            ,10           ,3            ,3            ,2            ,bye           ,3             ,1             ,6             ,0             ,3             ,0             ,1             ,-             ,49.0 ,3.1
  2023 ,REG         ,   7 ,D'Onta Foreman        ,RB              ,CHI       , 3.2815730337078657 ,                 31.25               ,2.6805333333333325 ,           16 ,        89 , 57.49277939008185  ,31.50722060991815        , 5.5625             ,1.9692012881198844               ,    0.6875             ,              2 ,00-0033925     ,D'Onta            ,Foreman          ,                  21 ,D.Foreman         ,D'Onta Foreman        ,CHI    ,132.2 ,585.7     ,3.0 ,  8.0 , 58.6 ,  0.4 , 0.5 ,  91.2 ,        19 ,2               ,D'Onta Foreman        ,       ,    ,      ,      ,         ,       ,            4.0 , 1.0 ,22.0 , 1.0 , 0.0 ,  91.2 ,  10.1 ,32.8%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,3.9 ,  3.9 ,290.0 ,      2.7 ,      1.2 ,   11.0 ,-35.0       ,   4.0 ,   14.0 ,  109.0 ,425     ,    ,      ,      ,    ,      ,        ,     ,          ,  77.0 , 7.0 ,    ,     ,135.0 ,   7.0 ,22.0 ,   2.0 , 11.0 ,16.0 ,   12.0 ,    1.0 ,    0.0 ,    0.0 ,    0.0 , 51.0 , 9.0 ,RB  ,CHI    ,3            ,-            ,-           ,-            ,-            ,1            ,5            ,2            ,0            ,2             ,0             ,-             ,bye           ,3             ,0             ,-             ,-             ,-             ,16.0 ,1.8
  2023 ,REG         ,   7 ,Jonathan Taylor       ,RB              ,IND       , 3.180266666666667  ,                  5.555555555555555  ,2.931333333333333  ,           18 ,        75 , 71.6296697199535   ,3.3703302800465025       , 4.166666666666667  ,0.1872405711136945               ,    0.3333333333333333 ,              1 ,00-0036223     ,Jonathan          ,Taylor           ,                  28 ,J.Taylor          ,Jonathan Taylor       ,IND    ,204.6 ,906.0     ,6.0 , 20.4 ,161.8 ,  0.6 , 1.1 , 164.6 ,         3 ,1               ,Jonathan Taylor       ,       ,    ,      ,      ,         ,       ,            7.0 , 1.0 ,49.0 , 8.0 , 0.0 , 156.4 ,  15.6 ,97.3%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,4.4 ,  4.4 ,287.0 ,      1.7 ,      2.7 ,   14.0 ,-24.0       ,  49.0 ,   29.0 ,  169.0 ,741     ,    ,      ,      ,    ,      ,        ,     ,          , 153.0 , 8.1 ,    ,     ,454.0 ,  14.0 ,49.0 ,   4.0 , 19.0 ,23.0 ,   23.0 ,    4.0 ,    2.0 ,    2.0 ,    0.0 , 33.0 ,10.0 ,RB  ,IND    ,-            ,-            ,-           ,-            ,1            ,6            ,4            ,2            ,5            ,1             ,bye           ,0             ,-             ,-             ,-             ,1             ,1             ,2             ,23.0 ,2.3
  2023 ,REG         ,   7 ,Kenneth Walker        ,RB              ,SEA       , 4.459809523809524  ,                 34.61538461538461   ,2.928565217391305  ,           26 ,       105 ,109.5097602959526   ,-4.509760295952589       , 4.038461538461538  ,-0.1734523190750995              ,    0.3076923076923077 ,              0 ,00-0038134     ,Kenneth           ,Walker           ,                   9 ,K.Walker          ,                      ,       ,      ,          ,    ,      ,      ,      ,     ,       ,        28 ,1               ,Kenneth Walker        ,       ,    ,      ,      ,         ,       ,            8.0 , 1.0 ,45.0 ,11.0 , 0.0 , 199.4 ,  13.3 ,96.8%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,4.1 ,  4.1 ,581.0 ,      2.7 ,      1.5 ,   25.0 ,-63.0       ,  23.0 ,  143.0 ,  219.0 ,905     ,    ,      ,      ,    ,      ,        ,     ,          , 259.0 , 8.9 ,    ,     ,324.0 ,  20.0 ,45.0 ,   3.0 , 29.0 ,37.0 ,   24.0 ,    7.0 ,    3.0 ,    1.0 ,    0.0 , 19.0 ,15.0 ,RB  ,SEA    ,5            ,2            ,3           ,0            ,bye          ,3            ,3            ,2            ,2            ,2             ,1             ,-             ,-             ,5             ,3             ,2             ,3             ,1             ,37.0 ,2.5
  2023 ,REG         ,   7 ,Kareem Hunt           ,RB              ,CLE       , 4.102580645161289  ,                 30.0                ,2.543499999999999  ,           10 ,        31 , 44.8502728601074   ,-13.850272860107404      , 3.1                ,-1.3850272860107402              ,    0.2                ,              2 ,00-0033923     ,Kareem            ,Hunt             ,                  27 ,K.Hunt            ,Kareem Hunt           ,CLE    ,135.4 ,466.9     ,6.0 , 15.0 ,174.2 ,  0.6 , 0.0 , 118.1 ,        22 ,3               ,Kareem Hunt           ,       ,    ,      ,      ,         ,       ,            9.0 , 0.0 ,16.0 , 0.0 , 0.0 , 118.5 ,   7.9 ,47.1%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,3.0 ,  3.0 ,264.0 ,      2.0 ,      1.1 ,   13.0 ,-18.0       ,  16.0 ,   13.0 ,  135.0 ,411     ,    ,      ,      ,    ,      ,        ,     ,          ,  84.0 , 5.6 ,    ,     ,147.0 ,   2.0 ,16.0 ,   1.0 , 15.0 ,21.0 ,    5.0 ,    0.0 ,    0.0 ,    0.0 ,    0.0 , 41.0 ,15.0 ,RB  ,CLE    ,-            ,-            ,3           ,0            ,bye          ,3            ,1            ,1            ,1            ,0             ,3             ,0             ,1             ,1             ,1             ,4             ,1             ,1             ,21.0 ,1.4
  2023 ,REG         ,   7 ,Jahmyr Gibbs          ,RB              ,DET       , 2.82               ,                  9.090909090909092  ,2.9287272727272726 ,           11 ,        68 , 74.28570473301573  ,-6.285704733015734       , 6.181818181818182  ,-0.5714277030014304              ,    0.1818181818181818 ,              1 ,00-0039139     ,Jahmyr            ,Gibbs            ,                  26 ,J.Gibbs           ,Jahmyr Gibbs          ,DET    ,171.5 ,810.2     ,7.3 , 47.7 ,421.5 ,  2.4 , 1.5 , 226.0 ,         2 ,2               ,Jahmyr Gibbs          ,       ,    ,      ,      ,         ,       ,           10.0 , 1.0 ,36.0 ,14.0 , 1.0 , 242.1 ,  16.1 ,98.9%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,5.2 ,  5.2 ,500.0 ,      2.7 ,      2.4 ,   17.0 ,-39.0       ,  27.0 ,   73.0 ,  182.0 ,945     ,    ,      ,      ,    ,      ,        ,     ,          , 316.0 , 6.1 ,    ,     ,445.0 ,  21.0 ,36.0 ,   7.0 , 52.0 ,71.0 ,   27.0 ,   10.0 ,    4.0 ,    0.0 ,    0.0 , 10.0 ,15.0 ,RB  ,DET    ,2            ,9            ,2           ,5            ,-            ,-            ,10           ,5            ,bye          ,5             ,6             ,8             ,2             ,4             ,2             ,7             ,3             ,1             ,71.0 ,4.7
  2023 ,REG         ,   7 ,Josh Jacobs           ,RB              ,LV        , 4.638571428571429  ,                  9.090909090909092  ,2.6487             ,           11 ,        35 , 56.67146374061421  ,-21.671463740614207      , 3.1818181818181817 ,-1.9701330673285644              ,    0.1818181818181818 ,              0 ,00-0035700     ,Joshua            ,Jacobs           ,                   8 ,J.Jacobs          ,Josh Jacobs           ,GB     ,260.5 ,"1,107.4" ,8.7 , 38.5 ,280.4 ,  0.6 , 1.1 , 230.8 ,        10 ,1               ,Josh Jacobs           ,       ,    ,      ,      ,         ,       ,            6.0 , 0.0 ,63.0 , 8.0 , 1.0 , 181.1 ,  13.9 ,95.1%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,3.5 ,  3.5 ,512.0 ,      2.2 ,      1.3 ,   26.0 ,-56.0       ,  63.0 ,   82.0 ,  233.0 ,805     ,    ,      ,      ,    ,      ,        ,     ,          , 296.0 , 8.0 ,    ,     ,293.0 ,  10.0 ,63.0 ,   6.0 , 37.0 ,54.0 ,    9.0 ,    3.0 ,    2.0 ,    2.0 ,    1.0 , 28.0 ,13.0 ,RB  ,LV     ,3            ,6            ,5           ,11           ,5            ,5            ,4            ,4            ,0            ,2             ,1             ,6             ,bye           ,2             ,-             ,-             ,-             ,-             ,54.0 ,4.2
  2023 ,REG         ,   7 ,Christian McCaffrey   ,RB              ,SF        , 5.673555555555556  ,                 46.666666666666664  ,2.7527142857142857 ,           15 ,        45 , 48.35801092603837  ,-3.358010926038368       , 3.0                ,-0.2238673950692245              ,    0.4                ,              1 ,00-0033280     ,Christian         ,McCaffrey        ,                  23 ,C.McCaffrey       ,Christian McCaffrey   ,SF     ,221.4 ,"1,085.9" ,8.6 , 73.5 ,622.4 ,  4.8 , 1.0 , 322.8 ,        21 ,1               ,Christian McCaffrey   ,       ,    ,      ,      ,         ,       ,           14.0 , 7.0 ,72.0 ,19.0 , 2.0 , 391.3 ,  24.5 ,97.9%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,5.4 ,  5.4 ,886.0 ,      3.3 ,      2.1 ,   25.0 ,-54.0       ,  65.0 ,   73.0 ,  272.0 ,"1,459" ,    ,      ,      ,    ,      ,        ,     ,          , 564.0 , 8.4 ,    ,     ,573.0 ,  13.0 ,72.0 ,  16.0 , 67.0 ,83.0 ,   44.0 ,    9.0 ,    4.0 ,    3.0 ,    3.0 ,  1.0 ,16.0 ,RB  ,SF     ,5            ,3            ,5           ,8            ,3            ,3            ,3            ,7            ,bye          ,10            ,5             ,6             ,4             ,1             ,5             ,10            ,5             ,-             ,83.0 ,5.2
  2023 ,REG         ,   7 ,Travis Etienne        ,RB              ,JAX       , 4.416981132075471  ,                 14.285714285714285  ,2.8908461538461543 ,           14 ,        53 , 67.75038020655857  ,-14.750380206558576      , 3.7857142857142856 ,-1.0535985861827553              ,    0.2857142857142857 ,              2 ,00-0036973     ,Travis            ,Etienne          ,                   1 ,T.Etienne         ,                      ,       ,      ,          ,    ,      ,      ,      ,     ,       ,        27 ,1               ,                      ,       ,    ,      ,      ,         ,       ,                ,     ,     ,     ,     ,       ,       ,       ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,    ,      ,      ,          ,          ,        ,            ,       ,        ,        ,        ,    ,      ,      ,    ,      ,        ,     ,          ,       ,     ,    ,     ,      ,       ,     ,       ,      ,     ,        ,        ,        ,        ,        ,      ,     ,    ,       ,             ,             ,            ,             ,             ,             ,             ,             ,             ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     , 
  2023 ,REG         ,   7 ,Najee Harris          ,RB              ,PIT       , 4.301320754716981  ,                 21.428571428571427  ,2.9103076923076925 ,           14 ,        53 , 58.82441723729795  ,-5.824417237297951       , 3.7857142857142856 ,-0.4160298026641393              ,    0.3571428571428571 ,              1 ,00-0036893     ,Najee             ,Harris           ,                  22 ,N.Harris          ,Najee Harris          ,PIT    ,247.7 ,968.5     ,6.3 , 37.4 ,232.6 ,  1.7 , 1.0 , 203.9 ,        17 ,1               ,Najee Harris          ,       ,    ,      ,      ,         ,       ,            8.0 , 0.0 ,25.0 , 8.0 , 1.0 , 195.5 ,  11.5 ,91.9%  ,      ,         ,   ,     ,     ,      ,     ,       ,    ,    ,        ,    ,        ,4.1 ,  4.1 ,500.0 ,      2.0 ,      2.1 ,   29.0 ,-66.0       ,  10.0 ,   40.0 ,  255.0 ,"1,035" ,    ,      ,      ,    ,      ,        ,     ,          , 170.0 , 5.9 ,    ,     ,535.0 ,  30.0 ,25.0 ,   3.0 , 29.0 ,38.0 ,   24.0 ,    8.0 ,    0.0 ,    0.0 ,    0.0 , 23.0 ,17.0 ,RB  ,PIT    ,2            ,3            ,1           ,2            ,1            ,bye          ,3            ,5            ,4            ,4             ,2             ,0             ,3             ,3             ,0             ,0             ,0             ,5             ,38.0 ,2.2
